"FRA categories (code)","FRA categories","Year","Country (code)","Country","Value","Flag"
"1","Inland water","1990","75","Côte d'Ivoire","446",""
"1","Inland water","1990","148","Czech Republic","160",""
"1","Inland water","1990","88","Cyprus","1",""
"1","Inland water","1990","185","Cuba","104",""
"1","Inland water","1990","147","Croatia","62",""
"1","Inland water","1990","172","Costa Rica","4",""
"1","Inland water","1990","110","Cook Islands","0",""
"1","Inland water","1990","7","Congo","50",""
"1","Inland water","1990","22","Comoros","0",""
"1","Inland water","1990","207","Colombia","3225",""
"1","Inland water","1990","102","China","17470",""
"1","Inland water","1990","216","Chile","783",""
"1","Inland water","1990","64","Cape Verde","0",""
"1","Inland water","1990","184","Cayman Islands","0.4",""
"1","Inland water","1990","6","Central African Republic","0",""
"1","Inland water","1990","65","Chad","2480",""
"1","Inland water","1990","4","Burundi","215",""
"1","Inland water","1990","38","Cambodia","452",""
"1","Inland water","1990","5","Cameroon","273",""
"1","Inland water","1990","203","Canada","89116",""
"1","Inland water","1990","183","British Virgin Islands","0",""
"1","Inland water","1990","81","Brunei Darussalam","50",""
"1","Inland water","1990","146","Bulgaria","36",""
"1","Inland water","1990","63","Burkina Faso","40",""
"1","Inland water","1990","205","Bolivia (plurinational state of)","1420",""
"1","Inland water","1990","145","Bosnia and Herzegovina","1",""
"1","Inland water","1990","14","Botswana","1500",""
"1","Inland water","1990","206","Brazil","18975",""
"1","Inland water","1990","55","Benin","200",""
"1","Inland water","1990","171","Belize","16",""
"1","Inland water","1990","32","Bhutan","0",""
"1","Inland water","1990","182","Bermuda","0",""
"1","Inland water","1990","181","Barbados","0",""
"1","Inland water","1990","31","Bangladesh","1383",""
"1","Inland water","1990","130","Belgium","25",""
"1","Inland water","1990","158","Belarus","12",""
"1","Inland water","1990","157","Azerbaijan","397",""
"1","Inland water","1990","129","Austria","142",""
"1","Inland water","1990","87","Bahrain","0",""
"1","Inland water","1990","180","Bahamas","387",""
"1","Inland water","1990","156","Armenia","160",""
"1","Inland water","1990","215","Argentina","4371",""
"1","Inland water","1990","123","Australia","5892",""
"1","Inland water","1990","7656243","Aruba","0",""
"0","Forest","2005","4","Burundi","181",""
"0","Forest","2005","38","Cambodia","10731",""
"0","Forest","2005","146","Bulgaria","3651",""
"0","Forest","2005","63","Burkina Faso","5949",""
"0","Forest","2005","183","British Virgin Islands","3.66",""
"0","Forest","2005","81","Brunei Darussalam","389",""
"0","Forest","2005","14","Botswana","11943",""
"0","Forest","2005","206","Brazil","530494",""
"0","Forest","2005","216","Chile","16043",""
"0","Forest","2005","102","China","193043.9",""
"0","Forest","2005","6","Central African Republic","22755",""
"0","Forest","2005","65","Chad","11921",""
"0","Forest","2005","64","Cape Verde","83.59",""
"0","Forest","2005","184","Cayman Islands","12.7",""
"0","Forest","2005","5","Cameroon","21016",""
"0","Forest","2005","203","Canada","310134",""
"0","Forest","2005","88","Cyprus","172.851",""
"0","Forest","2005","185","Cuba","2697",""
"0","Forest","2005","147","Croatia","1903",""
"0","Forest","2005","172","Costa Rica","2491",""
"0","Forest","2005","110","Cook Islands","15.5",""
"0","Forest","2005","7","Congo","22471",""
"0","Forest","2005","22","Comoros","5",""
"0","Forest","2005","207","Colombia","61004",""
"0","Forest","2005","187","Dominican Republic","1972",""
"0","Forest","2005","186","Dominica","45.99",""
"0","Forest","2005","72","Djibouti","5.6",""
"0","Forest","2005","132","Denmark","534",""
"0","Forest","2005","12","Democratic Republic of the Congo","155692",""
"0","Forest","2005","105","Democratic People's Republic of Korea","6299",""
"0","Forest","2005","75","Côte d'Ivoire","10405",""
"0","Forest","2005","148","Czech Republic","2647",""
"0","Forest","2005","62","Eritrea","1554",""
"0","Forest","2005","159","Estonia","2252",""
"0","Forest","2005","60","Ethiopia","13000",""
"0","Forest","2005","642354614","Faeroe Islands","0.1",""
"0","Forest","2005","208","Ecuador","10853",""
"0","Forest","2005","53","Egypt","67",""
"0","Forest","2005","173","El Salvador","309",""
"0","Forest","2005","8","Equatorial Guinea","1685",""
"0","Forest","2005","209","French Guiana","8100",""
"0","Forest","2005","112","French Polynesia","130",""
"0","Forest","2005","9","Gabon","22000",""
"0","Forest","2005","66","Gambia","471",""
"0","Forest","2005","7653870","Falkland Islands","0",""
"0","Forest","2005","111","Fiji","997.26",""
"0","Forest","2005","125","Finland","22157",""
"0","Forest","2005","133","France","15714",""
"0","Forest","2005","4103","Greenland","0.22",""
"0","Forest","2005","135","Greece","3752",""
"0","Forest","2005","189","Guadeloupe","64.4",""
"0","Forest","2005","188","Grenada","16.99",""
"0","Forest","2005","134","Germany","11076",""
"0","Forest","2005","160","Georgia","2755.06",""
"0","Forest","2005","7655146","Gibraltar","0",""
"0","Forest","2005","76","Ghana","5517",""
"0","Forest","2005","210","Guyana","15205",""
"0","Forest","2005","67","Guinea-Bissau","2072",""
"0","Forest","2005","7657948","Holy See","0",""
"0","Forest","2005","190","Haiti","105",""
"0","Forest","2005","174","Guatemala","3938",""
"0","Forest","2005","113","Guam","25.88",""
"0","Forest","2005","77","Guinea","6724",""
"0","Forest","2005","643000370","Guernsey","0.2",""
"0","Forest","2005","127","Iceland","25.4",""
"0","Forest","2005","33","India","67709",""
"0","Forest","2005","175","Honduras","5792",""
"0","Forest","2005","149","Hungary","1983",""
"0","Forest","2005","90","Iraq","825",""
"0","Forest","2005","136","Ireland","695",""
"0","Forest","2005","82","Indonesia","97857",""
"0","Forest","2005","89","Iran (Islamic Republic of)","11075",""
"0","Forest","2005","137","Italy","8759",""
"0","Forest","2005","191","Jamaica","339.2",""
"0","Forest","2005","7655849","Isle of Man","3.46",""
"0","Forest","2005","91","Israel","155",""
"0","Forest","2005","92","Jordan","97.5",""
"0","Forest","2005","161","Kazakhstan","3337",""
"0","Forest","2005","103","Japan","24935",""
"0","Forest","2005","643000371","Jersey","0.6",""
"0","Forest","2005","162","Kyrgyzstan","869.3",""
"0","Forest","2005","93","Kuwait","5.55",""
"0","Forest","2005","114","Kiribati","12.15",""
"0","Forest","2005","73","Kenya","3522",""
"0","Forest","2005","27","Lesotho","43",""
"0","Forest","2005","94","Lebanon","136.5",""
"0","Forest","2005","163","Latvia","3297",""
"0","Forest","2005","39","Lao People's Democratic Republic","16142",""
"0","Forest","2005","164","Lithuania","2121",""
"0","Forest","2005","138","Liechtenstein","6.9",""
"0","Forest","2005","58","Libyan Arab Jamahiriya","217",""
"0","Forest","2005","78","Liberia","4479",""
"0","Forest","2005","83","Malaysia","20890",""
"0","Forest","2005","15","Malawi","3402",""
"0","Forest","2005","23","Madagascar","12838",""
"0","Forest","2005","131","Luxembourg","86.75",""
"0","Forest","2005","34","Maldives","0.9",""
"0","Forest","2005","68","Mali","12885",""
"0","Forest","2005","139","Malta","0.347",""
"0","Forest","2005","5293301","Marshall Islands","12.636",""
"0","Forest","2005","192","Martinique","48.5",""
"0","Forest","2005","69","Mauritania","267",""
"0","Forest","2005","24","Mauritius","34.9",""
"0","Forest","2005","7661379","Mayotte","14.785",""
"0","Forest","2005","176","Mexico","65578",""
"0","Forest","2005","4921994","Micronesia (Federated States of)","63.993",""
"0","Forest","2005","7655168","Monaco","0",""
"0","Forest","2005","107","Mongolia","11308",""
"0","Forest","2005","643000290","Montenegro","543",""
"0","Forest","2005","193","Montserrat","2.5",""
"0","Forest","2005","57","Morocco","5081",""
"0","Forest","2005","16","Mozambique","40079",""
"0","Forest","2005","17","Namibia","7661",""
"0","Forest","2005","40","Myanmar","33321",""
"0","Forest","2005","35","Nepal","3636",""
"0","Forest","2005","5293372","Nauru","0",""
"0","Forest","2005","194","Netherlands Antilles","1.18",""
"0","Forest","2005","140","Netherlands","365",""
"0","Forest","2005","124","New Zealand","8311",""
"0","Forest","2005","115","New Caledonia","839",""
"0","Forest","2005","70","Niger","1266",""
"0","Forest","2005","177","Nicaragua","3464",""
"0","Forest","2005","116","Niue","19.1",""
"0","Forest","2005","1","Nigeria","11089",""
"0","Forest","2005","5293394","Northern Mariana Islands","31.142",""
"0","Forest","2005","643000372","Norfolk Island","0.46",""
"0","Forest","2005","6008","Occupied Palestinian Territory","9.17",""
"0","Forest","2005","126","Norway","9683",""
"0","Forest","2005","152","Romania","6391",""
"0","Forest","2005","165","Republic of Moldova","363",""
"0","Forest","2005","106","Republic of Korea","6255",""
"0","Forest","2005","96","Qatar","0",""
"0","Forest","2005","7665786","Puerto Rico","508",""
"0","Forest","2005","141","Portugal","3437",""
"0","Forest","2005","150","Poland","9200",""
"0","Forest","2005","7661984","Pitcairn","3.5",""
"0","Forest","2005","84","Philippines","7391",""
"0","Forest","2005","212","Peru","68742",""
"0","Forest","2005","211","Paraguay","18475",""
"0","Forest","2005","118","Papua New Guinea","29437",""
"0","Forest","2005","178","Panama","3310",""
"0","Forest","2005","5294032","Palau","40.303",""
"0","Forest","2005","36","Pakistan","1902",""
"0","Forest","2005","95","Oman","2",""
"0","Forest","2005","71","Senegal","8673",""
"0","Forest","2005","155","Serbia","2476",""
"0","Forest","2005","11","Sao Tome and Principe","27",""
"0","Forest","2005","97","Saudi Arabia","977",""
"0","Forest","2005","119","Samoa","171",""
"0","Forest","2005","7655310","San Marino","0",""
"0","Forest","2005","198","Saint Vincent and the Grenadines","26.3",""
"0","Forest","2005","643000373","Saint-Barthélemy","0",""
"0","Forest","2005","643000375","Saint Martin (French part)","1",""
"0","Forest","2005","197","Saint Pierre and Miquelon","3",""
"0","Forest","2005","195","Saint Kitts and Nevis","11",""
"0","Forest","2005","196","Saint Lucia","47",""
"0","Forest","2005","25","Réunion","85",""
"0","Forest","2005","18","Saint Helena","2",""
"0","Forest","2005","166","Russian Federation","808790",""
"0","Forest","2005","10","Rwanda","385",""
"0","Forest","2005","29","Swaziland","541",""
"0","Forest","2005","643000374","Svalbard and Jan Mayen Islands","0",""
"0","Forest","2005","142","Switzerland","1217",""
"0","Forest","2005","128","Sweden","28203",""
"0","Forest","2005","37","Sri Lanka","1933",""
"0","Forest","2005","50","Spain","17293.19",""
"0","Forest","2005","213","Suriname","14776",""
"0","Forest","2005","74","Sudan","70220",""
"0","Forest","2005","120","Solomon Islands","2241",""
"0","Forest","2005","154","Slovenia","1243",""
"0","Forest","2005","28","South Africa","9241",""
"0","Forest","2005","46","Somalia","7131",""
"0","Forest","2005","2","Sierra Leone","2824",""
"0","Forest","2005","26","Seychelles","40.7",""
"0","Forest","2005","153","Slovakia","1932",""
"0","Forest","2005","85","Singapore","2.3",""
"0","Forest","2005","7665808","Turks and Caicos Islands","34.4",""
"0","Forest","2005","4921972","Tuvalu","1",""
"0","Forest","2005","56","Uganda","3429",""
"0","Forest","2005","169","Ukraine","9575",""
"0","Forest","2005","199","Trinidad and Tobago","230",""
"0","Forest","2005","54","Tunisia","924",""
"0","Forest","2005","99","Turkey","10740",""
"0","Forest","2005","168","Turkmenistan","4127",""
"0","Forest","2005","7655420","Timor-Leste","798",""
"0","Forest","2005","3","Togo","386",""
"0","Forest","2005","642354615","Tokelau","0",""
"0","Forest","2005","121","Tonga","9",""
"0","Forest","2005","98","Syrian Arab Republic","461",""
"0","Forest","2005","167","Tajikistan","410",""
"0","Forest","2005","41","Thailand","18898",""
"0","Forest","2005","151","The former Yugoslav Republic of Macedonia","975",""
"0","Forest","2005","4054","Western Sahara","707",""
"0","Forest","2005","4922016","Wallis and Futuna Islands","5.85",""
"0","Forest","2005","79","Viet Nam","13077",""
"0","Forest","2005","214","Venezuela (Bolivarian Republic of)","47713",""
"0","Forest","2010","86","Afghanistan","1350",""
"0","Forest","2005","21","Zimbabwe","17259",""
"0","Forest","2005","20","Zambia","50301",""
"0","Forest","2005","101","Yemen","549",""
"0","Forest","2005","202","United States Virgin Islands","21.07",""
"0","Forest","2005","19","United Republic of Tanzania","35445",""
"0","Forest","2005","143","United Kingdom","2845",""
"0","Forest","2005","100","United Arab Emirates","312",""
"0","Forest","2005","122","Vanuatu","440",""
"0","Forest","2005","170","Uzbekistan","3295",""
"0","Forest","2005","217","Uruguay","1520",""
"0","Forest","2005","200","United States of America","302108",""
"0","Forest","2010","123","Australia","149300",""
"0","Forest","2010","129","Austria","3887",""
"0","Forest","2010","156","Armenia","262",""
"0","Forest","2010","7656243","Aruba","0.42",""
"0","Forest","2010","87","Bahrain","0.526",""
"0","Forest","2010","31","Bangladesh","1442",""
"0","Forest","2010","157","Azerbaijan","936",""
"0","Forest","2010","180","Bahamas","515",""
"0","Forest","2010","109","American Samoa","17.712",""
"0","Forest","2010","80","Andorra","16",""
"0","Forest","2010","144","Albania","776.3",""
"0","Forest","2010","45","Algeria","1492",""
"0","Forest","2010","179","Antigua and Barbuda","9.8",""
"0","Forest","2010","215","Argentina","29400",""
"0","Forest","2010","13","Angola","58480",""
"0","Forest","2010","7656221","Anguilla","5.5",""
"0","Forest","2010","14","Botswana","11351",""
"0","Forest","2010","145","Bosnia and Herzegovina","2185",""
"0","Forest","2010","183","British Virgin Islands","3.64",""
"0","Forest","2010","206","Brazil","519522",""
"0","Forest","2010","146","Bulgaria","3927",""
"0","Forest","2010","81","Brunei Darussalam","380",""
"0","Forest","2010","4","Burundi","172",""
"0","Forest","2010","63","Burkina Faso","5649",""
"0","Forest","2010","158","Belarus","8630",""
"0","Forest","2010","181","Barbados","8.36",""
"0","Forest","2010","171","Belize","1393",""
"0","Forest","2010","130","Belgium","677.8",""
"0","Forest","2010","182","Bermuda","1",""
"0","Forest","2010","55","Benin","4561",""
"0","Forest","2010","205","Bolivia (plurinational state of)","57196",""
"0","Forest","2010","32","Bhutan","3249",""
"0","Forest","2010","102","China","206860.6",""
"0","Forest","2010","207","Colombia","60499",""
"0","Forest","2010","22","Comoros","3",""
"0","Forest","2010","7","Congo","22411",""
"0","Forest","2010","110","Cook Islands","15.5",""
"0","Forest","2010","172","Costa Rica","2605",""
"0","Forest","2010","147","Croatia","1920",""
"0","Forest","2010","185","Cuba","2870",""
"0","Forest","2010","38","Cambodia","10094",""
"0","Forest","2010","5","Cameroon","19916",""
"0","Forest","2010","203","Canada","310134",""
"0","Forest","2010","64","Cape Verde","85.09",""
"0","Forest","2010","184","Cayman Islands","12.7",""
"0","Forest","2010","6","Central African Republic","22605",""
"0","Forest","2010","65","Chad","11525",""
"0","Forest","2010","216","Chile","16231",""
"0","Forest","2000","205","Bolivia (plurinational state of)","60091",""
"0","Forest","2000","32","Bhutan","3141",""
"0","Forest","2000","14","Botswana","12535",""
"0","Forest","2000","145","Bosnia and Herzegovina","2185",""
"0","Forest","2000","171","Belize","1489",""
"0","Forest","2000","130","Belgium","667.3",""
"0","Forest","2000","182","Bermuda","1",""
"0","Forest","2000","55","Benin","5061",""
"0","Forest","2000","4","Burundi","198",""
"0","Forest","2000","63","Burkina Faso","6248",""
"0","Forest","2000","5","Cameroon","22116",""
"0","Forest","2000","38","Cambodia","11546",""
"0","Forest","2000","183","British Virgin Islands","3.67",""
"0","Forest","2000","206","Brazil","545943",""
"0","Forest","2000","146","Bulgaria","3375",""
"0","Forest","2000","81","Brunei Darussalam","397",""
"0","Forest","2000","179","Antigua and Barbuda","10",""
"0","Forest","2000","215","Argentina","31861",""
"0","Forest","2000","156","Armenia","304",""
"0","Forest","2000","7656243","Aruba","0.42",""
"0","Forest","2000","109","American Samoa","18.05",""
"0","Forest","2000","80","Andorra","16",""
"0","Forest","2000","13","Angola","59728",""
"0","Forest","2000","7656221","Anguilla","5.5",""
"0","Forest","2000","87","Bahrain","0.371",""
"0","Forest","2000","31","Bangladesh","1468",""
"0","Forest","2000","181","Barbados","8.36",""
"0","Forest","2000","158","Belarus","8273",""
"0","Forest","2000","123","Australia","154920",""
"0","Forest","2000","129","Austria","3838",""
"0","Forest","2000","157","Azerbaijan","936",""
"0","Forest","2000","180","Bahamas","515",""
"0","Forest","2000","208","Ecuador","11841",""
"0","Forest","2000","187","Dominican Republic","1972",""
"0","Forest","2000","186","Dominica","47.33",""
"0","Forest","2000","72","Djibouti","5.6",""
"0","Forest","2000","132","Denmark","486",""
"0","Forest","2000","12","Democratic Republic of the Congo","157249",""
"0","Forest","2000","105","Democratic People's Republic of Korea","6933",""
"0","Forest","2000","75","Côte d'Ivoire","10328",""
"0","Forest","2000","7653870","Falkland Islands","0",""
"0","Forest","2000","642354614","Faeroe Islands","0.1",""
"0","Forest","2000","60","Ethiopia","13705",""
"0","Forest","2000","159","Estonia","2243",""
"0","Forest","2000","62","Eritrea","1576",""
"0","Forest","2000","8","Equatorial Guinea","1743",""
"0","Forest","2000","173","El Salvador","332",""
"0","Forest","2000","53","Egypt","59",""
"0","Forest","2000","102","China","177000.5",""
"0","Forest","2000","207","Colombia","61509",""
"0","Forest","2000","65","Chad","12317",""
"0","Forest","2000","216","Chile","15834",""
"0","Forest","2000","184","Cayman Islands","12.7",""
"0","Forest","2000","6","Central African Republic","22903",""
"0","Forest","2000","203","Canada","310134",""
"0","Forest","2000","64","Cape Verde","82.09",""
"0","Forest","2000","88","Cyprus","171.61",""
"0","Forest","2000","148","Czech Republic","2637",""
"0","Forest","2000","147","Croatia","1885",""
"0","Forest","2000","185","Cuba","2435",""
"0","Forest","2000","110","Cook Islands","15.5",""
"0","Forest","2000","172","Costa Rica","2376",""
"0","Forest","2000","22","Comoros","8",""
"0","Forest","2000","7","Congo","22556",""
"0","Forest","2000","643000370","Guernsey","0.2",""
"0","Forest","2000","174","Guatemala","4208",""
"0","Forest","2000","67","Guinea-Bissau","2120",""
"0","Forest","2000","77","Guinea","6904",""
"0","Forest","2000","190","Haiti","109",""
"0","Forest","2000","210","Guyana","15205",""
"0","Forest","2000","175","Honduras","6392",""
"0","Forest","2000","7657948","Holy See","0",""
"0","Forest","2000","127","Iceland","18.4",""
"0","Forest","2000","149","Hungary","1907",""
"0","Forest","2000","82","Indonesia","99409",""
"0","Forest","2000","33","India","65390",""
"0","Forest","2000","90","Iraq","818",""
"0","Forest","2000","89","Iran (Islamic Republic of)","11075",""
"0","Forest","2000","7655849","Isle of Man","3.46",""
"0","Forest","2000","136","Ireland","635",""
"0","Forest","2000","111","Fiji","980.44",""
"0","Forest","2000","125","Finland","22459",""
"0","Forest","2000","133","France","15353",""
"0","Forest","2000","209","French Guiana","8118",""
"0","Forest","2000","112","French Polynesia","105",""
"0","Forest","2000","9","Gabon","22000",""
"0","Forest","2000","66","Gambia","461",""
"0","Forest","2000","160","Georgia","2767.83",""
"0","Forest","2000","134","Germany","11076",""
"0","Forest","2000","76","Ghana","6094",""
"0","Forest","2000","7655146","Gibraltar","0",""
"0","Forest","2000","135","Greece","3601",""
"0","Forest","2000","4103","Greenland","0.22",""
"0","Forest","2000","188","Grenada","16.99",""
"0","Forest","2000","189","Guadeloupe","65.4",""
"0","Forest","2000","113","Guam","25.88",""
"0","Forest","2000","131","Luxembourg","86.75",""
"0","Forest","2000","164","Lithuania","2020",""
"0","Forest","2000","138","Liechtenstein","6.9",""
"0","Forest","2000","58","Libyan Arab Jamahiriya","217",""
"0","Forest","2000","34","Maldives","0.9",""
"0","Forest","2000","83","Malaysia","21591",""
"0","Forest","2000","15","Malawi","3567",""
"0","Forest","2000","23","Madagascar","13122",""
"0","Forest","2000","192","Martinique","48.5",""
"0","Forest","2000","5293301","Marshall Islands","12.636",""
"0","Forest","2000","139","Malta","0.347",""
"0","Forest","2000","68","Mali","13281",""
"0","Forest","2000","176","Mexico","66751",""
"0","Forest","2000","7661379","Mayotte","15.754",""
"0","Forest","2000","24","Mauritius","38.7",""
"0","Forest","2000","69","Mauritania","317",""
"0","Forest","2000","191","Jamaica","340.9",""
"0","Forest","2000","103","Japan","24876",""
"0","Forest","2000","91","Israel","153",""
"0","Forest","2000","137","Italy","8369",""
"0","Forest","2000","161","Kazakhstan","3365",""
"0","Forest","2000","73","Kenya","3582",""
"0","Forest","2000","643000371","Jersey","0.6",""
"0","Forest","2000","92","Jordan","97.5",""
"0","Forest","2000","162","Kyrgyzstan","858.3",""
"0","Forest","2000","39","Lao People's Democratic Republic","16532",""
"0","Forest","2000","114","Kiribati","12.15",""
"0","Forest","2000","93","Kuwait","4.85",""
"0","Forest","2000","27","Lesotho","42",""
"0","Forest","2000","78","Liberia","4629",""
"0","Forest","2000","163","Latvia","3241",""
"0","Forest","2000","94","Lebanon","131",""
"0","Forest","2000","211","Paraguay","19368",""
"0","Forest","2000","212","Peru","69213",""
"0","Forest","2000","84","Philippines","7117",""
"0","Forest","2000","7661984","Pitcairn","3.5",""
"0","Forest","2000","36","Pakistan","2116",""
"0","Forest","2000","5294032","Palau","39.587",""
"0","Forest","2000","178","Panama","3369",""
"0","Forest","2000","118","Papua New Guinea","30133",""
"0","Forest","2000","5293394","Northern Mariana Islands","31.964",""
"0","Forest","2000","126","Norway","9301",""
"0","Forest","2000","6008","Occupied Palestinian Territory","9.08",""
"0","Forest","2000","95","Oman","2",""
"0","Forest","2000","70","Niger","1328",""
"0","Forest","2000","1","Nigeria","13137",""
"0","Forest","2000","116","Niue","19.6",""
"0","Forest","2000","643000372","Norfolk Island","0.46",""
"0","Forest","2000","115","New Caledonia","839",""
"0","Forest","2000","194","Netherlands Antilles","1.18",""
"0","Forest","2000","177","Nicaragua","3814",""
"0","Forest","2000","124","New Zealand","8266",""
"0","Forest","2000","5293372","Nauru","0",""
"0","Forest","2000","17","Namibia","8032",""
"0","Forest","2000","140","Netherlands","360",""
"0","Forest","2000","35","Nepal","3900",""
"0","Forest","2000","57","Morocco","5017",""
"0","Forest","2000","193","Montserrat","2.5",""
"0","Forest","2000","40","Myanmar","34868",""
"0","Forest","2000","16","Mozambique","41188",""
"0","Forest","2000","7655168","Monaco","0",""
"0","Forest","2000","4921994","Micronesia (Federated States of)","63.856",""
"0","Forest","2000","643000290","Montenegro","543",""
"0","Forest","2000","107","Mongolia","11717",""
"0","Forest","2000","28","South Africa","9241",""
"0","Forest","2000","50","Spain","16987.84",""
"0","Forest","2000","120","Solomon Islands","2268",""
"0","Forest","2000","46","Somalia","7515",""
"0","Forest","2000","153","Slovakia","1921",""
"0","Forest","2000","154","Slovenia","1233",""
"0","Forest","2000","2","Sierra Leone","2922",""
"0","Forest","2000","85","Singapore","2.3",""
"0","Forest","2000","155","Serbia","2460",""
"0","Forest","2000","26","Seychelles","40.7",""
"0","Forest","2000","97","Saudi Arabia","977",""
"0","Forest","2000","71","Senegal","8898",""
"0","Forest","2000","7655310","San Marino","0",""
"0","Forest","2000","11","Sao Tome and Principe","27",""
"0","Forest","2000","643000373","Saint-Barthélemy","0",""
"0","Forest","2000","119","Samoa","171",""
"0","Forest","2000","198","Saint Vincent and the Grenadines","26",""
"0","Forest","2000","197","Saint Pierre and Miquelon","3.2",""
"0","Forest","2000","643000375","Saint Martin (French part)","1",""
"0","Forest","2000","196","Saint Lucia","46.7",""
"0","Forest","2000","195","Saint Kitts and Nevis","11",""
"0","Forest","2000","18","Saint Helena","2",""
"0","Forest","2000","25","Réunion","87",""
"0","Forest","2000","10","Rwanda","344",""
"0","Forest","2000","166","Russian Federation","809268.5",""
"0","Forest","2000","152","Romania","6366",""
"0","Forest","2000","165","Republic of Moldova","324",""
"0","Forest","2000","106","Republic of Korea","6288",""
"0","Forest","2000","96","Qatar","0",""
"0","Forest","2000","7665786","Puerto Rico","464",""
"0","Forest","2000","141","Portugal","3420",""
"0","Forest","2000","150","Poland","9059",""
"0","Forest","2000","143","United Kingdom","2793",""
"0","Forest","2000","19","United Republic of Tanzania","37462",""
"0","Forest","2000","202","United States Virgin Islands","21.91",""
"0","Forest","2000","200","United States of America","300195",""
"0","Forest","2000","217","Uruguay","1412",""
"0","Forest","2000","170","Uzbekistan","3212",""
"0","Forest","2000","122","Vanuatu","440",""
"0","Forest","2000","214","Venezuela (Bolivarian Republic of)","49151",""
"0","Forest","2000","54","Tunisia","837",""
"0","Forest","2000","99","Turkey","10146",""
"0","Forest","2000","168","Turkmenistan","4127",""
"0","Forest","2000","7665808","Turks and Caicos Islands","34.4",""
"0","Forest","2000","4921972","Tuvalu","1",""
"0","Forest","2000","56","Uganda","3869",""
"0","Forest","2000","169","Ukraine","9510",""
"0","Forest","2000","100","United Arab Emirates","310",""
"0","Forest","2000","41","Thailand","19004",""
"0","Forest","2000","167","Tajikistan","410",""
"0","Forest","2000","7655420","Timor-Leste","854",""
"0","Forest","2000","151","The former Yugoslav Republic of Macedonia","958",""
"0","Forest","2000","642354615","Tokelau","0",""
"0","Forest","2000","3","Togo","486",""
"0","Forest","2000","199","Trinidad and Tobago","233.6",""
"0","Forest","2000","121","Tonga","9",""
"0","Forest","2000","74","Sudan","70491",""
"0","Forest","2000","37","Sri Lanka","2082",""
"0","Forest","2000","643000374","Svalbard and Jan Mayen Islands","0",""
"0","Forest","2000","213","Suriname","14776",""
"0","Forest","2000","128","Sweden","27389",""
"0","Forest","2000","29","Swaziland","518",""
"0","Forest","2000","98","Syrian Arab Republic","432",""
"0","Forest","2000","142","Switzerland","1194",""
"0","Forest","2005","171","Belize","1441",""
"0","Forest","2005","55","Benin","4811",""
"0","Forest","2005","158","Belarus","8436",""
"0","Forest","2005","130","Belgium","672.6",""
"0","Forest","2005","205","Bolivia (plurinational state of)","58734",""
"0","Forest","2005","145","Bosnia and Herzegovina","2185",""
"0","Forest","2005","182","Bermuda","1",""
"0","Forest","2005","32","Bhutan","3195",""
"0","Forest","2005","129","Austria","3862",""
"0","Forest","2005","157","Azerbaijan","936",""
"0","Forest","2005","7656243","Aruba","0.42",""
"0","Forest","2005","123","Australia","153920",""
"0","Forest","2005","31","Bangladesh","1455",""
"0","Forest","2005","181","Barbados","8.36",""
"0","Forest","2005","180","Bahamas","515",""
"0","Forest","2005","87","Bahrain","0.448",""
"0","Forest","2005","13","Angola","59104",""
"0","Forest","2005","80","Andorra","16",""
"0","Forest","2005","109","American Samoa","17.881",""
"0","Forest","2005","45","Algeria","1536",""
"0","Forest","2005","156","Armenia","283",""
"0","Forest","2005","215","Argentina","30599",""
"0","Forest","2005","179","Antigua and Barbuda","9.8",""
"0","Forest","2005","7656221","Anguilla","5.5",""
"0","Forest","2000","101","Yemen","549",""
"0","Forest","2000","4054","Western Sahara","707",""
"0","Forest","2000","4922016","Wallis and Futuna Islands","5.83",""
"0","Forest","2000","79","Viet Nam","11725",""
"0","Forest","2005","144","Albania","782",""
"0","Forest","2005","86","Afghanistan","1350",""
"0","Forest","2000","21","Zimbabwe","18894",""
"0","Forest","2000","20","Zambia","51134",""
"0","Forest","1990","190","Haiti","116",""
"0","Forest","1990","7657948","Holy See","0",""
"0","Forest","1990","175","Honduras","8136",""
"0","Forest","1990","149","Hungary","1801",""
"0","Forest","1990","643000370","Guernsey","0.2",""
"0","Forest","1990","77","Guinea","7264",""
"0","Forest","1990","67","Guinea-Bissau","2216",""
"0","Forest","1990","210","Guyana","15205",""
"0","Forest","1990","188","Grenada","16.99",""
"0","Forest","1990","189","Guadeloupe","67.4",""
"0","Forest","1990","113","Guam","25.88",""
"0","Forest","1990","174","Guatemala","4748",""
"0","Forest","1990","76","Ghana","7448",""
"0","Forest","1990","7655146","Gibraltar","0",""
"0","Forest","1990","135","Greece","3299",""
"0","Forest","1990","4103","Greenland","0.22",""
"0","Forest","1990","161","Kazakhstan","3422",""
"0","Forest","1990","92","Jordan","97.5",""
"0","Forest","1990","114","Kiribati","12.15",""
"0","Forest","1990","73","Kenya","3708",""
"0","Forest","1990","191","Jamaica","344.6",""
"0","Forest","1990","137","Italy","7590",""
"0","Forest","1990","643000371","Jersey","0.6",""
"0","Forest","1990","103","Japan","24950",""
"0","Forest","1990","136","Ireland","465",""
"0","Forest","1990","90","Iraq","804",""
"0","Forest","1990","91","Israel","132",""
"0","Forest","1990","7655849","Isle of Man","3.46",""
"0","Forest","1990","33","India","63939",""
"0","Forest","1990","127","Iceland","8.7",""
"0","Forest","1990","89","Iran (Islamic Republic of)","11075",""
