"FRA categories (code)","FRA categories","Year","Country (code)","Country","Value","Flag"
"1","Planted forest","2010","144","Albania","94",""
"1","Planted forest","2010","45","Algeria","404",""
"1","Planted forest","2005","20","Zambia","60",""
"1","Planted forest","2005","21","Zimbabwe","108",""
"1","Planted forest","2005","4054","Western Sahara","0",""
"1","Planted forest","2005","101","Yemen","0",""
"1","Planted forest","2010","181","Barbados","0.081",""
"1","Planted forest","2010","158","Belarus","1857",""
"1","Planted forest","2010","87","Bahrain","0.526",""
"1","Planted forest","2010","31","Bangladesh","237",""
"1","Planted forest","2010","157","Azerbaijan","20",""
"1","Planted forest","2010","180","Bahamas","0",""
"1","Planted forest","2010","156","Armenia","21",""
"1","Planted forest","2010","123","Australia","1903",""
"1","Planted forest","2010","206","Brazil","7418",""
"1","Planted forest","2010","14","Botswana","0",""
"1","Planted forest","2010","145","Bosnia and Herzegovina","999",""
"1","Planted forest","2010","205","Bolivia (plurinational state of)","20",""
"1","Planted forest","2010","32","Bhutan","3",""
"1","Planted forest","2010","55","Benin","19",""
"1","Planted forest","2010","171","Belize","2.4",""
"1","Planted forest","2010","130","Belgium","395.5",""
"1","Planted forest","2010","6","Central African Republic","2",""
"1","Planted forest","2010","64","Cape Verde","85.09",""
"1","Planted forest","2010","203","Canada","8963",""
"1","Planted forest","2010","38","Cambodia","69",""
"1","Planted forest","2010","4","Burundi","69",""
"1","Planted forest","2010","63","Burkina Faso","109",""
"1","Planted forest","2010","146","Bulgaria","815",""
"1","Planted forest","2010","81","Brunei Darussalam","2.68",""
"1","Planted forest","2005","213","Suriname","13",""
"1","Planted forest","2005","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Planted forest","2005","29","Swaziland","145",""
"1","Planted forest","2005","128","Sweden","3613",""
"1","Planted forest","2005","28","South Africa","1750",""
"1","Planted forest","2005","50","Spain","2550.49",""
"1","Planted forest","2005","37","Sri Lanka","195",""
"1","Planted forest","2005","74","Sudan","5854",""
"1","Planted forest","2005","151","The former Yugoslav Republic of Macedonia","105",""
"1","Planted forest","2005","7655420","Timor-Leste","43",""
"1","Planted forest","2005","3","Togo","38",""
"1","Planted forest","2005","642354615","Tokelau","0",""
"1","Planted forest","2005","142","Switzerland","168",""
"1","Planted forest","2005","98","Syrian Arab Republic","263.95",""
"1","Planted forest","2005","167","Tajikistan","101",""
"1","Planted forest","2005","41","Thailand","3444",""
"1","Planted forest","2005","56","Uganda","31",""
"1","Planted forest","2005","168","Turkmenistan","0",""
"1","Planted forest","2005","100","United Arab Emirates","312",""
"1","Planted forest","2005","169","Ukraine","4787",""
"1","Planted forest","2005","199","Trinidad and Tobago","17",""
"1","Planted forest","2005","121","Tonga","1",""
"1","Planted forest","2005","99","Turkey","2620",""
"1","Planted forest","2005","54","Tunisia","606",""
"1","Planted forest","2005","170","Uzbekistan","594",""
"1","Planted forest","2005","217","Uruguay","766",""
"1","Planted forest","2005","4922016","Wallis and Futuna Islands","0.45",""
"1","Planted forest","2005","79","Viet Nam","2794",""
"1","Planted forest","2005","19","United Republic of Tanzania","230",""
"1","Planted forest","2005","143","United Kingdom","2189",""
"1","Planted forest","2005","200","United States of America","24425",""
"1","Planted forest","2005","202","United States Virgin Islands","0",""
"1","Planted forest","2010","101","Yemen","0",""
"1","Planted forest","2010","4054","Western Sahara","0",""
"1","Planted forest","2010","4922016","Wallis and Futuna Islands","0.53",""
"1","Planted forest","2010","79","Viet Nam","3512",""
"2","Primary forest","1990","45","Algeria","0",""
"2","Primary forest","1990","144","Albania","84.8",""
"1","Planted forest","2010","21","Zimbabwe","108",""
"1","Planted forest","2010","20","Zambia","62",""
"1","Planted forest","2010","19","United Republic of Tanzania","240",""
"1","Planted forest","2010","143","United Kingdom","2219",""
"1","Planted forest","2010","100","United Arab Emirates","317.3",""
"1","Planted forest","2010","169","Ukraine","4846",""
"1","Planted forest","2010","170","Uzbekistan","635",""
"1","Planted forest","2010","217","Uruguay","978",""
"1","Planted forest","2010","200","United States of America","25363",""
"1","Planted forest","2010","202","United States Virgin Islands","0",""
"2","Primary forest","1990","171","Belize","599",""
"2","Primary forest","1990","55","Benin","0",""
"2","Primary forest","1990","158","Belarus","400",""
"2","Primary forest","1990","130","Belgium","0",""
"2","Primary forest","1990","145","Bosnia and Herzegovina","2",""
"2","Primary forest","1990","14","Botswana","0",""
"2","Primary forest","1990","32","Bhutan","413",""
"2","Primary forest","1990","205","Bolivia (plurinational state of)","40804",""
"2","Primary forest","1990","156","Armenia","17",""
"2","Primary forest","1990","157","Azerbaijan","400",""
"2","Primary forest","1990","13","Angola","0",""
"2","Primary forest","1990","215","Argentina","1738",""
"2","Primary forest","1990","31","Bangladesh","436",""
"2","Primary forest","1990","181","Barbados","0",""
"2","Primary forest","1990","180","Bahamas","0",""
"2","Primary forest","1990","87","Bahrain","0",""
"1","Planted forest","2010","46","Somalia","3",""
"1","Planted forest","2010","120","Solomon Islands","26.9",""
"1","Planted forest","2010","50","Spain","2680.07",""
"1","Planted forest","2010","28","South Africa","1763",""
"1","Planted forest","2010","74","Sudan","6068",""
"1","Planted forest","2010","37","Sri Lanka","185",""
"1","Planted forest","2010","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Planted forest","2010","213","Suriname","13",""
"1","Planted forest","2010","71","Senegal","464",""
"1","Planted forest","2010","97","Saudi Arabia","0",""
"1","Planted forest","2010","26","Seychelles","4.8",""
"1","Planted forest","2010","155","Serbia","180",""
"1","Planted forest","2010","85","Singapore","0",""
"1","Planted forest","2010","2","Sierra Leone","14.5",""
"1","Planted forest","2010","154","Slovenia","32",""
"1","Planted forest","2010","153","Slovakia","959",""
"1","Planted forest","2010","3","Togo","42",""
"1","Planted forest","2010","642354615","Tokelau","0",""
"1","Planted forest","2010","121","Tonga","1",""
"1","Planted forest","2010","199","Trinidad and Tobago","18",""
"1","Planted forest","2010","54","Tunisia","690",""
"1","Planted forest","2010","99","Turkey","3418",""
"1","Planted forest","2010","168","Turkmenistan","0",""
"1","Planted forest","2010","56","Uganda","51",""
"1","Planted forest","2010","29","Swaziland","140",""
"1","Planted forest","2010","128","Sweden","3613",""
"1","Planted forest","2010","142","Switzerland","172",""
"1","Planted forest","2010","98","Syrian Arab Republic","293.71",""
"1","Planted forest","2010","167","Tajikistan","101",""
"1","Planted forest","2010","41","Thailand","3986",""
"1","Planted forest","2010","151","The former Yugoslav Republic of Macedonia","105",""
"1","Planted forest","2010","7655420","Timor-Leste","43",""
"1","Planted forest","2010","150","Poland","8889",""
"1","Planted forest","2010","84","Philippines","352",""
"1","Planted forest","2010","212","Peru","993",""
"1","Planted forest","2010","211","Paraguay","48",""
"1","Planted forest","2010","118","Papua New Guinea","86.1",""
"1","Planted forest","2010","178","Panama","78.6",""
"1","Planted forest","2010","36","Pakistan","340",""
"1","Planted forest","2010","95","Oman","2",""
"1","Planted forest","2010","126","Norway","1475",""
"1","Planted forest","2010","5293394","Northern Mariana Islands","22.113",""
"1","Planted forest","2010","116","Niue","0.3",""
"1","Planted forest","2010","1","Nigeria","382",""
"1","Planted forest","2010","70","Niger","148",""
"1","Planted forest","2010","177","Nicaragua","74",""
"1","Planted forest","2010","124","New Zealand","1812",""
"1","Planted forest","2010","115","New Caledonia","10.39",""
"1","Planted forest","2010","7655310","San Marino","0",""
"1","Planted forest","2010","11","Sao Tome and Principe","0",""
"1","Planted forest","2010","643000373","Saint-Barthélemy","0",""
"1","Planted forest","2010","119","Samoa","32.1",""
"1","Planted forest","2010","197","Saint Pierre and Miquelon","0",""
"1","Planted forest","2010","198","Saint Vincent and the Grenadines","0.1",""
"1","Planted forest","2010","25","Réunion","5",""
"1","Planted forest","2010","196","Saint Lucia","1.2",""
"1","Planted forest","2010","166","Russian Federation","16990.9",""
"1","Planted forest","2010","10","Rwanda","373",""
"1","Planted forest","2010","165","Republic of Moldova","2",""
"1","Planted forest","2010","152","Romania","1446",""
"1","Planted forest","2010","96","Qatar","0",""
"1","Planted forest","2010","106","Republic of Korea","1823",""
"1","Planted forest","2010","141","Portugal","849",""
"1","Planted forest","2010","7665786","Puerto Rico","0",""
"1","Planted forest","2010","68","Mali","530",""
"1","Planted forest","2010","83","Malaysia","1807",""
"1","Planted forest","2010","5293301","Marshall Islands","4.449",""
"1","Planted forest","2010","139","Malta","0.347",""
"1","Planted forest","2010","131","Luxembourg","28.3",""
"1","Planted forest","2010","164","Lithuania","521",""
"1","Planted forest","2010","15","Malawi","365",""
"1","Planted forest","2010","23","Madagascar","415",""
"1","Planted forest","2010","78","Liberia","8",""
"1","Planted forest","2010","27","Lesotho","10.4",""
"1","Planted forest","2010","138","Liechtenstein","0.3",""
"1","Planted forest","2010","58","Libyan Arab Jamahiriya","217",""
"1","Planted forest","2010","39","Lao People's Democratic Republic","224",""
"1","Planted forest","2010","162","Kyrgyzstan","56.7",""
"1","Planted forest","2010","94","Lebanon","10.5",""
"1","Planted forest","2010","163","Latvia","628",""
"1","Planted forest","2010","17","Namibia","0.2",""
"1","Planted forest","2010","5293372","Nauru","0",""
"1","Planted forest","2010","35","Nepal","43",""
"1","Planted forest","2010","140","Netherlands","365",""
"1","Planted forest","2010","193","Montserrat","0",""
"1","Planted forest","2010","57","Morocco","621",""
"1","Planted forest","2010","16","Mozambique","62",""
"1","Planted forest","2010","40","Myanmar","988",""
"1","Planted forest","2010","176","Mexico","3203",""
"1","Planted forest","2010","4921994","Micronesia (Federated States of)","14.205",""
"1","Planted forest","2010","7655168","Monaco","0",""
"1","Planted forest","2010","107","Mongolia","145",""
"1","Planted forest","2010","192","Martinique","2.4",""
"1","Planted forest","2010","69","Mauritania","21",""
"1","Planted forest","2010","24","Mauritius","14.8",""
"1","Planted forest","2010","7661379","Mayotte","1",""
"2","Primary forest","1990","166","Russian Federation","241725.7",""
"2","Primary forest","1990","152","Romania","300",""
"2","Primary forest","1990","25","Réunion","55",""
"2","Primary forest","1990","10","Rwanda","7",""
"2","Primary forest","1990","197","Saint Pierre and Miquelon","0",""
"2","Primary forest","1990","196","Saint Lucia","10.4",""
"2","Primary forest","1990","7655310","San Marino","0",""
"2","Primary forest","1990","643000373","Saint-Barthélemy","0",""
"2","Primary forest","1990","97","Saudi Arabia","360",""
"2","Primary forest","1990","11","Sao Tome and Principe","11",""
"2","Primary forest","1990","155","Serbia","1",""
"2","Primary forest","1990","71","Senegal","1759",""
"2","Primary forest","1990","2","Sierra Leone","224",""
"2","Primary forest","1990","26","Seychelles","2",""
"2","Primary forest","1990","153","Slovakia","24",""
"2","Primary forest","1990","85","Singapore","2.3",""
"2","Primary forest","1990","115","New Caledonia","430.6",""
"2","Primary forest","1990","70","Niger","220",""
"2","Primary forest","1990","1","Nigeria","1556",""
"2","Primary forest","1990","5293394","Northern Mariana Islands","10.075",""
"2","Primary forest","1990","126","Norway","223",""
"2","Primary forest","1990","95","Oman","0",""
"2","Primary forest","1990","36","Pakistan","0",""
"2","Primary forest","1990","178","Panama","0",""
"2","Primary forest","1990","118","Papua New Guinea","31329.2",""
"2","Primary forest","1990","211","Paraguay","1850",""
"2","Primary forest","1990","212","Peru","62910",""
"2","Primary forest","1990","84","Philippines","861",""
"2","Primary forest","1990","150","Poland","30",""
"2","Primary forest","1990","7665786","Puerto Rico","0",""
"2","Primary forest","1990","96","Qatar","0",""
"2","Primary forest","1990","165","Republic of Moldova","0",""
"2","Primary forest","1990","7661379","Mayotte","0.759",""
"2","Primary forest","1990","24","Mauritius","0",""
"2","Primary forest","1990","69","Mauritania","0",""
"2","Primary forest","1990","192","Martinique","0",""
"2","Primary forest","1990","107","Mongolia","6043",""
"2","Primary forest","1990","7655168","Monaco","0",""
"2","Primary forest","1990","4921994","Micronesia (Federated States of)","39.575",""
"2","Primary forest","1990","176","Mexico","39492",""
"2","Primary forest","1990","40","Myanmar","3192",""
"2","Primary forest","1990","16","Mozambique","0",""
"2","Primary forest","1990","57","Morocco","0",""
"2","Primary forest","1990","193","Montserrat","0",""
"2","Primary forest","1990","140","Netherlands","0",""
"2","Primary forest","1990","35","Nepal","391",""
"2","Primary forest","1990","5293372","Nauru","0",""
"2","Primary forest","1990","17","Namibia","0",""
"2","Primary forest","1990","39","Lao People's Democratic Republic","1490",""
"2","Primary forest","1990","163","Latvia","17",""
"2","Primary forest","1990","93","Kuwait","0",""
"2","Primary forest","1990","162","Kyrgyzstan","237.2",""
"2","Primary forest","1990","58","Libyan Arab Jamahiriya","0",""
"2","Primary forest","1990","138","Liechtenstein","1.5",""
"2","Primary forest","1990","27","Lesotho","0",""
"2","Primary forest","1990","78","Liberia","175",""
"2","Primary forest","1990","23","Madagascar","3367",""
"2","Primary forest","1990","15","Malawi","1727",""
"2","Primary forest","1990","164","Lithuania","20",""
"2","Primary forest","1990","131","Luxembourg","0",""
"2","Primary forest","1990","139","Malta","0",""
"2","Primary forest","1990","5293301","Marshall Islands","8.186",""
"2","Primary forest","1990","83","Malaysia","3820",""
"2","Primary forest","1990","68","Mali","0",""
"2","Primary forest","1990","33","India","15701",""
"2","Primary forest","1990","127","Iceland","0",""
"2","Primary forest","1990","90","Iraq","0",""
"2","Primary forest","1990","89","Iran (Islamic Republic of)","200",""
"2","Primary forest","1990","190","Haiti","0",""
"2","Primary forest","1990","67","Guinea-Bissau","0",""
"2","Primary forest","1990","149","Hungary","0",""
"2","Primary forest","1990","7657948","Holy See","0",""
"2","Primary forest","1990","161","Kazakhstan","0",""
"2","Primary forest","1990","103","Japan","3764",""
"2","Primary forest","1990","114","Kiribati","0",""
"2","Primary forest","1990","73","Kenya","694",""
"2","Primary forest","1990","91","Israel","0",""
"2","Primary forest","1990","136","Ireland","0",""
"2","Primary forest","1990","191","Jamaica","88.9",""
"2","Primary forest","1990","137","Italy","93",""
"2","Primary forest","1990","9","Gabon","20934",""
"2","Primary forest","1990","66","Gambia","1.2",""
"2","Primary forest","1990","160","Georgia","500",""
"2","Primary forest","1990","134","Germany","0",""
"2","Primary forest","1990","111","Fiji","489.513",""
"2","Primary forest","1990","125","Finland","0",""
"2","Primary forest","1990","133","France","30",""
"2","Primary forest","1990","209","French Guiana","8006.3",""
"2","Primary forest","1990","188","Grenada","2.32",""
"2","Primary forest","1990","189","Guadeloupe","14.8",""
"2","Primary forest","1990","174","Guatemala","2359",""
"2","Primary forest","1990","77","Guinea","63",""
"2","Primary forest","1990","76","Ghana","395",""
"2","Primary forest","1990","7655146","Gibraltar","0",""
"2","Primary forest","1990","135","Greece","0",""
"2","Primary forest","1990","4103","Greenland","0",""
"2","Primary forest","1990","132","Denmark","21",""
"2","Primary forest","1990","105","Democratic People's Republic of Korea","1129",""
"2","Primary forest","1990","75","Côte d'Ivoire","625",""
"2","Primary forest","1990","148","Czech Republic","9",""
"2","Primary forest","1990","88","Cyprus","13.241",""
"2","Primary forest","1990","185","Cuba","0",""
"2","Primary forest","1990","147","Croatia","7",""
"2","Primary forest","1990","172","Costa Rica","623",""
"2","Primary forest","1990","7653870","Falkland Islands","0",""
"2","Primary forest","1990","60","Ethiopia","0",""
"2","Primary forest","1990","62","Eritrea","0",""
"2","Primary forest","1990","8","Equatorial Guinea","0",""
"2","Primary forest","1990","173","El Salvador","4.8",""
"2","Primary forest","1990","53","Egypt","0",""
"2","Primary forest","1990","186","Dominica","28.42",""
"2","Primary forest","1990","72","Djibouti","0",""
"2","Primary forest","1990","203","Canada","165448",""
"2","Primary forest","1990","64","Cape Verde","0",""
"2","Primary forest","1990","4","Burundi","110",""
"2","Primary forest","1990","38","Cambodia","766",""
"2","Primary forest","1990","146","Bulgaria","157",""
"2","Primary forest","1990","63","Burkina Faso","0",""
"2","Primary forest","1990","206","Brazil","530041",""
"2","Primary forest","1990","81","Brunei Darussalam","313",""
"2","Primary forest","1990","7","Congo","7548",""
"2","Primary forest","1990","110","Cook Islands","0",""
"2","Primary forest","1990","207","Colombia","8828",""
"2","Primary forest","1990","22","Comoros","0",""
"2","Primary forest","1990","216","Chile","4631",""
"2","Primary forest","1990","102","China","11646.2",""
"2","Primary forest","1990","6","Central African Republic","3900",""
"2","Primary forest","1990","65","Chad","209",""
"2","Primary forest","2000","103","Japan","4054",""
"2","Primary forest","2000","161","Kazakhstan","0",""
"2","Primary forest","2000","73","Kenya","674",""
"2","Primary forest","2000","114","Kiribati","0",""
"2","Primary forest","2000","93","Kuwait","0",""
"2","Primary forest","2000","162","Kyrgyzstan","239.7",""
"2","Primary forest","2000","39","Lao People's Democratic Republic","1490",""
"2","Primary forest","2000","163","Latvia","17",""
"2","Primary forest","2000","33","India","15701",""
"2","Primary forest","2000","82","Indonesia","49270",""
"2","Primary forest","2000","89","Iran (Islamic Republic of)","200",""
"2","Primary forest","2000","90","Iraq","0",""
"2","Primary forest","2000","136","Ireland","0",""
"2","Primary forest","2000","91","Israel","0",""
"2","Primary forest","2000","137","Italy","93",""
"2","Primary forest","2000","191","Jamaica","88.3",""
"2","Primary forest","2000","77","Guinea","63",""
"2","Primary forest","2000","174","Guatemala","2091",""
"2","Primary forest","2000","210","Guyana","6790",""
"2","Primary forest","2000","67","Guinea-Bissau","0",""
"2","Primary forest","2000","7657948","Holy See","0",""
"2","Primary forest","2000","190","Haiti","0",""
"2","Primary forest","2000","127","Iceland","0",""
"2","Primary forest","2000","149","Hungary","0",""
"2","Primary forest","2000","134","Germany","0",""
"2","Primary forest","2000","160","Georgia","500",""
"2","Primary forest","2000","7655146","Gibraltar","0",""
"2","Primary forest","2000","76","Ghana","395",""
"2","Primary forest","2000","4103","Greenland","0",""
"2","Primary forest","2000","135","Greece","0",""
"2","Primary forest","2000","189","Guadeloupe","14.8",""
"2","Primary forest","2000","188","Grenada","2.32",""
"2","Primary forest","2000","111","Fiji","445.362",""
"2","Primary forest","2000","125","Finland","0",""
"2","Primary forest","2000","60","Ethiopia","0",""
"2","Primary forest","2000","7653870","Falkland Islands","0",""
"2","Primary forest","2000","9","Gabon","17634",""
"2","Primary forest","2000","66","Gambia","1.2",""
"2","Primary forest","2000","133","France","30",""
"2","Primary forest","2000","209","French Guiana","7816.3",""
"2","Primary forest","2000","208","Ecuador","4682",""
"2","Primary forest","2000","53","Egypt","0",""
"2","Primary forest","2000","72","Djibouti","0",""
"2","Primary forest","2000","186","Dominica","27.57",""
"2","Primary forest","2000","62","Eritrea","0",""
"2","Primary forest","2000","159","Estonia","976",""
"2","Primary forest","2000","173","El Salvador","4.8",""
"2","Primary forest","2000","8","Equatorial Guinea","0",""
"2","Primary forest","2000","88","Cyprus","13.241",""
"2","Primary forest","2000","185","Cuba","0",""
"2","Primary forest","2000","147","Croatia","7",""
"2","Primary forest","2000","172","Costa Rica","623",""
"2","Primary forest","2000","132","Denmark","23",""
"2","Primary forest","2000","105","Democratic People's Republic of Korea","954",""
"2","Primary forest","2000","75","Côte d'Ivoire","625",""
"2","Primary forest","2000","148","Czech Republic","9",""
"2","Primary forest","2000","102","China","11632.4",""
"2","Primary forest","2000","216","Chile","4536",""
"2","Primary forest","2000","65","Chad","196",""
"2","Primary forest","2000","6","Central African Republic","3135",""
"2","Primary forest","2000","110","Cook Islands","0",""
"2","Primary forest","2000","7","Congo","7492",""
"2","Primary forest","2000","22","Comoros","0",""
"2","Primary forest","2000","207","Colombia","8685",""
"2","Primary forest","2000","4","Burundi","40",""
"2","Primary forest","2000","38","Cambodia","456",""
"2","Primary forest","2000","203","Canada","165448",""
"2","Primary forest","2000","64","Cape Verde","0",""
"2","Primary forest","2000","206","Brazil","501926",""
"2","Primary forest","2000","81","Brunei Darussalam","288",""
"2","Primary forest","2000","146","Bulgaria","270",""
"2","Primary forest","2000","63","Burkina Faso","0",""
"2","Primary forest","2000","32","Bhutan","413",""
"2","Primary forest","2000","205","Bolivia (plurinational state of)","39046",""
"2","Primary forest","2000","145","Bosnia and Herzegovina","2",""
"2","Primary forest","2000","14","Botswana","0",""
"2","Primary forest","2000","158","Belarus","400",""
"2","Primary forest","2000","130","Belgium","0",""
"2","Primary forest","2000","171","Belize","599",""
"2","Primary forest","2000","55","Benin","0",""
"2","Primary forest","2000","87","Bahrain","0",""
"2","Primary forest","2000","180","Bahamas","0",""
"2","Primary forest","2000","181","Barbados","0",""
"2","Primary forest","2000","31","Bangladesh","436",""
"2","Primary forest","2000","215","Argentina","1738",""
"2","Primary forest","2000","13","Angola","0",""
"2","Primary forest","2000","157","Azerbaijan","400",""
"2","Primary forest","2000","156","Armenia","15",""
"2","Primary forest","1990","21","Zimbabwe","801",""
"2","Primary forest","1990","20","Zambia","0",""
"2","Primary forest","2000","45","Algeria","0",""
"2","Primary forest","2000","144","Albania","84.8",""
"2","Primary forest","1990","79","Viet Nam","384",""
"2","Primary forest","1990","170","Uzbekistan","57",""
"2","Primary forest","1990","101","Yemen","0",""
"2","Primary forest","1990","4054","Western Sahara","0",""
"2","Primary forest","1990","200","United States of America","69980",""
"2","Primary forest","1990","217","Uruguay","288",""
"2","Primary forest","1990","19","United Republic of Tanzania","0",""
"2","Primary forest","1990","202","United States Virgin Islands","0",""
"2","Primary forest","1990","100","United Arab Emirates","0",""
"2","Primary forest","1990","143","United Kingdom","0",""
"2","Primary forest","1990","56","Uganda","0",""
"2","Primary forest","1990","169","Ukraine","59",""
"2","Primary forest","1990","99","Turkey","739",""
"2","Primary forest","1990","168","Turkmenistan","104",""
"2","Primary forest","1990","199","Trinidad and Tobago","62.4",""
"2","Primary forest","1990","54","Tunisia","0",""
"2","Primary forest","1990","642354615","Tokelau","0",""
"2","Primary forest","1990","121","Tonga","4",""
"2","Primary forest","1990","7655420","Timor-Leste","0",""
"2","Primary forest","1990","3","Togo","0",""
"2","Primary forest","1990","151","The former Yugoslav Republic of Macedonia","0",""
"2","Primary forest","1990","41","Thailand","6726",""
"2","Primary forest","1990","167","Tajikistan","297",""
"2","Primary forest","1990","98","Syrian Arab Republic","0",""
"2","Primary forest","1990","142","Switzerland","40",""
"2","Primary forest","1990","128","Sweden","2609",""
"2","Primary forest","1990","29","Swaziland","0",""
"2","Primary forest","1990","643000374","Svalbard and Jan Mayen Islands","0",""
"2","Primary forest","1990","213","Suriname","14208",""
"2","Primary forest","1990","74","Sudan","15276",""
"2","Primary forest","1990","37","Sri Lanka","257",""
"2","Primary forest","1990","50","Spain","0",""
"2","Primary forest","1990","28","South Africa","947",""
"2","Primary forest","1990","46","Somalia","0",""
"2","Primary forest","1990","120","Solomon Islands","1105.4",""
"2","Primary forest","1990","154","Slovenia","63",""
"1","Planted forest","1990","107","Mongolia","25",""
"1","Planted forest","1990","193","Montserrat","0",""
"1","Planted forest","1990","57","Morocco","478",""
"1","Planted forest","1990","16","Mozambique","38",""
"1","Planted forest","1990","7661379","Mayotte","0.26",""
"1","Planted forest","1990","176","Mexico","0",""
"1","Planted forest","1990","4921994","Micronesia (Federated States of)","20.252",""
"1","Planted forest","1990","7655168","Monaco","0",""
"1","Planted forest","1990","140","Netherlands","345",""
"1","Planted forest","1990","115","New Caledonia","9.04",""
"1","Planted forest","1990","124","New Zealand","1261",""
"1","Planted forest","1990","70","Niger","48",""
"1","Planted forest","1990","40","Myanmar","394",""
"1","Planted forest","1990","17","Namibia","0",""
"1","Planted forest","1990","5293372","Nauru","0",""
"1","Planted forest","1990","35","Nepal","40",""
"1","Planted forest","1990","178","Panama","12.5",""
"1","Planted forest","1990","36","Pakistan","234",""
"1","Planted forest","1990","211","Paraguay","23",""
"1","Planted forest","1990","118","Papua New Guinea","62.8",""
"1","Planted forest","1990","5293394","Northern Mariana Islands","23.533",""
"1","Planted forest","1990","1","Nigeria","251",""
"1","Planted forest","1990","95","Oman","2",""
"1","Planted forest","1990","126","Norway","1089",""
"1","Planted forest","1990","165","Republic of Moldova","1",""
"1","Planted forest","1990","96","Qatar","0",""
"1","Planted forest","1990","166","Russian Federation","12651.2",""
"1","Planted forest","1990","152","Romania","1402",""
"1","Planted forest","1990","84","Philippines","302",""
"1","Planted forest","1990","212","Peru","263",""
"1","Planted forest","1990","7665786","Puerto Rico","0",""
"1","Planted forest","1990","150","Poland","8511",""
"1","Planted forest","1990","11","Sao Tome and Principe","0",""
"1","Planted forest","1990","97","Saudi Arabia","0",""
"1","Planted forest","1990","643000373","Saint-Barthélemy","0",""
"1","Planted forest","1990","7655310","San Marino","0",""
"1","Planted forest","1990","196","Saint Lucia","1.2",""
"1","Planted forest","1990","197","Saint Pierre and Miquelon","0",""
"1","Planted forest","1990","10","Rwanda","248",""
"1","Planted forest","1990","25","Réunion","5",""
"1","Planted forest","1990","154","Slovenia","34",""
