"Forest/Other wooded land (code)","Forest/Other wooded land","FRA categories (code)","FRA categories","Year","Country (code)","Country","Value","Flag"
"1","Other wooded land","1","Total growing stock","2010","70","Niger","11",""
"1","Other wooded land","1","Total growing stock","2010","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","1","Total growing stock","2010","5294032","Palau","0",""
"1","Other wooded land","1","Total growing stock","2010","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","1","Total growing stock","2010","126","Norway","25",""
"1","Other wooded land","1","Total growing stock","2010","20","Zambia","58.32",""
"1","Other wooded land","1","Total growing stock","2010","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","1","Total growing stock","2010","4921972","Tuvalu","0",""
"1","Other wooded land","1","Total growing stock","2010","56","Uganda","24.4",""
"1","Other wooded land","1","Total growing stock","2010","100","United Arab Emirates","0.108",""
"1","Other wooded land","1","Total growing stock","2010","143","United Kingdom","1",""
"1","Other wooded land","1","Total growing stock","2010","19","United Republic of Tanzania","116",""
"1","Other wooded land","1","Total growing stock","2010","4054","Western Sahara","0",""
"1","Other wooded land","1","Total growing stock","2010","101","Yemen","11.95",""
"1","Other wooded land","1","Total growing stock","2010","128","Sweden","11.3",""
"1","Other wooded land","1","Total growing stock","2010","167","Tajikistan","0.5",""
"1","Other wooded land","1","Total growing stock","2010","7655420","Timor-Leste","0",""
"1","Other wooded land","1","Total growing stock","2010","642354615","Tokelau","0",""
"1","Other wooded land","1","Total growing stock","2010","121","Tonga","0",""
"1","Other wooded land","1","Total growing stock","2010","199","Trinidad and Tobago","1.57",""
"1","Other wooded land","1","Total growing stock","2010","54","Tunisia","1.1",""
"1","Other wooded land","1","Total growing stock","2010","99","Turkey","90.889",""
"1","Other wooded land","1","Total growing stock","2010","149","Hungary","0",""
"1","Other wooded land","1","Total growing stock","2010","7657948","Holy See","0",""
"1","Other wooded land","1","Total growing stock","2010","67","Guinea-Bissau","0.73",""
"1","Other wooded land","1","Total growing stock","2010","643000370","Guernsey","0",""
"1","Other wooded land","1","Total growing stock","2010","174","Guatemala","53",""
"1","Other wooded land","1","Total growing stock","2010","113","Guam","0",""
"1","Other wooded land","1","Total growing stock","2010","189","Guadeloupe","0.02",""
"1","Other wooded land","1","Total growing stock","2010","7655146","Gibraltar","0",""
"1","Other wooded land","1","Total growing stock","2010","66","Gambia","2.02",""
"1","Other wooded land","1","Total growing stock","2010","209","French Guiana","0",""
"1","Other wooded land","1","Total growing stock","2010","125","Finland","10.245",""
"1","Other wooded land","1","Total growing stock","2010","7653870","Falkland Islands","0",""
"1","Other wooded land","1","Total growing stock","2010","60","Ethiopia","103.2",""
"1","Other wooded land","1","Total growing stock","2010","159","Estonia","5.8",""
"1","Other wooded land","1","Total growing stock","2010","53","Egypt","0.22",""
"1","Other wooded land","1","Total growing stock","2010","132","Denmark","1.1",""
"1","Other wooded land","1","Total growing stock","2010","148","Czech Republic","0",""
"1","Other wooded land","1","Total growing stock","2010","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","1","Total growing stock","2010","110","Cook Islands","0",""
"1","Other wooded land","1","Total growing stock","2010","147","Croatia","5.69",""
"1","Other wooded land","1","Total growing stock","2010","102","China","1111.9",""
"1","Other wooded land","1","Total growing stock","2010","7","Congo","479",""
"1","Other wooded land","1","Total growing stock","2010","184","Cayman Islands","0",""
"1","Other wooded land","1","Total growing stock","2010","65","Chad","65",""
"1","Other wooded land","1","Total growing stock","2010","63","Burkina Faso","75",""
"1","Other wooded land","1","Total growing stock","2010","5","Cameroon","244",""
"1","Other wooded land","1","Total growing stock","2010","182","Bermuda","0",""
"1","Other wooded land","1","Total growing stock","2010","81","Brunei Darussalam","1.29",""
"1","Other wooded land","1","Total growing stock","2010","156","Armenia","0.8",""
"1","Other wooded land","1","Total growing stock","2010","7656243","Aruba","0",""
"1","Other wooded land","1","Total growing stock","2010","7656221","Anguilla","0",""
"1","Other wooded land","1","Total growing stock","2010","215","Argentina","858",""
"1","Other wooded land","1","Total growing stock","2010","5293372","Nauru","0",""
"1","Other wooded land","1","Total growing stock","2010","17","Namibia","43",""
"1","Other wooded land","1","Total growing stock","2010","140","Netherlands","0",""
"1","Other wooded land","1","Total growing stock","2010","35","Nepal","67",""
"1","Other wooded land","1","Total growing stock","2010","107","Mongolia","1.54",""
"1","Other wooded land","1","Total growing stock","2010","7655168","Monaco","0",""
"1","Other wooded land","1","Total growing stock","2010","16","Mozambique","287",""
"1","Other wooded land","1","Total growing stock","2010","57","Morocco","1.3",""
"1","Other wooded land","1","Total growing stock","2010","24","Mauritius","0.34",""
"1","Other wooded land","1","Total growing stock","2010","69","Mauritania","30.6",""
"1","Other wooded land","1","Total growing stock","2010","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","1","Total growing stock","2010","176","Mexico","36.1",""
"1","Other wooded land","1","Total growing stock","2010","68","Mali","61.703",""
"1","Other wooded land","1","Total growing stock","2010","34","Maldives","0",""
"1","Other wooded land","1","Total growing stock","2010","5293301","Marshall Islands","0",""
"1","Other wooded land","1","Total growing stock","2010","139","Malta","0",""
"1","Other wooded land","1","Total growing stock","2010","27","Lesotho","0.98",""
"1","Other wooded land","1","Total growing stock","2010","58","Libyan Arab Jamahiriya","4.125",""
"1","Other wooded land","1","Total growing stock","2010","164","Lithuania","2.4",""
"1","Other wooded land","1","Total growing stock","2010","23","Madagascar","706",""
"1","Other wooded land","1","Total growing stock","2010","93","Kuwait","0",""
"1","Other wooded land","1","Total growing stock","2010","39","Lao People's Democratic Republic","34",""
"1","Other wooded land","1","Total growing stock","2010","163","Latvia","1.9",""
"1","Other wooded land","1","Total growing stock","2010","94","Lebanon","0.548",""
"1","Other wooded land","1","Total growing stock","2010","643000371","Jersey","0",""
"1","Other wooded land","1","Total growing stock","2010","161","Kazakhstan","11.9",""
"1","Other wooded land","1","Total growing stock","2010","73","Kenya","458.4",""
"1","Other wooded land","1","Total growing stock","2010","114","Kiribati","0",""
"1","Other wooded land","1","Total growing stock","2010","127","Iceland","0.742",""
"1","Other wooded land","1","Total growing stock","2010","7655849","Isle of Man","0",""
"1","Other wooded land","1","Total growing stock","2010","137","Italy","64.3",""
"1","Other wooded land","1","Total growing stock","2010","191","Jamaica","24.12",""
"1","Other wooded land","1","Total growing stock","1990","189","Guadeloupe","0.02",""
"1","Other wooded land","1","Total growing stock","1990","7655146","Gibraltar","0",""
"1","Other wooded land","1","Total growing stock","1990","174","Guatemala","53",""
"1","Other wooded land","1","Total growing stock","1990","113","Guam","0",""
"1","Other wooded land","1","Total growing stock","1990","67","Guinea-Bissau","0.93",""
"1","Other wooded land","1","Total growing stock","1990","643000370","Guernsey","0",""
"1","Other wooded land","1","Total growing stock","1990","149","Hungary","0",""
"1","Other wooded land","1","Total growing stock","1990","7657948","Holy See","0",""
"1","Other wooded land","1","Total growing stock","1990","7655849","Isle of Man","0",""
"1","Other wooded land","1","Total growing stock","1990","127","Iceland","0.737",""
"1","Other wooded land","1","Total growing stock","1990","191","Jamaica","24.46",""
"1","Other wooded land","1","Total growing stock","1990","137","Italy","55.8",""
"1","Other wooded land","1","Total growing stock","1990","161","Kazakhstan","10.68",""
"1","Other wooded land","1","Total growing stock","1990","643000371","Jersey","0",""
"1","Other wooded land","1","Total growing stock","1990","114","Kiribati","0",""
"1","Other wooded land","1","Total growing stock","1990","73","Kenya","465.5",""
"1","Other wooded land","1","Total growing stock","1990","93","Kuwait","0",""
"1","Other wooded land","1","Total growing stock","1990","39","Lao People's Democratic Republic","20",""
"1","Other wooded land","1","Total growing stock","1990","163","Latvia","1.9",""
"1","Other wooded land","1","Total growing stock","1990","27","Lesotho","1.43",""
"1","Other wooded land","1","Total growing stock","1990","58","Libyan Arab Jamahiriya","4.125",""
"1","Other wooded land","1","Total growing stock","1990","164","Lithuania","2.4",""
"1","Other wooded land","1","Total growing stock","1990","23","Madagascar","952",""
"1","Other wooded land","1","Total growing stock","1990","34","Maldives","0",""
"1","Other wooded land","1","Total growing stock","1990","68","Mali","123.987",""
"1","Other wooded land","1","Total growing stock","1990","139","Malta","0",""
"1","Other wooded land","1","Total growing stock","1990","5293301","Marshall Islands","0",""
"1","Other wooded land","1","Total growing stock","1990","69","Mauritania","31.1",""
"1","Other wooded land","1","Total growing stock","1990","24","Mauritius","0.5",""
"1","Other wooded land","1","Total growing stock","1990","176","Mexico","37.7",""
"1","Other wooded land","1","Total growing stock","1990","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","1","Total growing stock","1990","7655168","Monaco","0",""
"1","Other wooded land","1","Total growing stock","1990","17","Namibia","47",""
"1","Other wooded land","1","Total growing stock","1990","16","Mozambique","298",""
"1","Other wooded land","1","Total growing stock","1990","57","Morocco","0.4",""
"1","Other wooded land","1","Total growing stock","1990","107","Mongolia","4.32",""
"1","Other wooded land","1","Total growing stock","1990","70","Niger","15",""
"1","Other wooded land","1","Total growing stock","1990","140","Netherlands","0",""
"1","Other wooded land","1","Total growing stock","1990","35","Nepal","35",""
"1","Other wooded land","1","Total growing stock","1990","5293372","Nauru","0",""
"1","Other wooded land","1","Total growing stock","1990","126","Norway","36",""
"1","Other wooded land","1","Total growing stock","1990","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","1","Total growing stock","1990","643000372","Norfolk Island","0",""
"1","Other wooded land","1","Total growing stock","1990","116","Niue","0",""
"1","Other wooded land","1","Total growing stock","1990","118","Papua New Guinea","67",""
"1","Other wooded land","1","Total growing stock","1990","178","Panama","13",""
"1","Other wooded land","1","Total growing stock","1990","5294032","Palau","0",""
"1","Other wooded land","1","Total growing stock","1990","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","1","Total growing stock","1990","106","Republic of Korea","0",""
"1","Other wooded land","1","Total growing stock","1990","165","Republic of Moldova","1.6",""
"1","Other wooded land","1","Total growing stock","1990","84","Philippines","70.7",""
"1","Other wooded land","1","Total growing stock","1990","150","Poland","0",""
"1","Other wooded land","1","Total growing stock","1990","25","Réunion","1.1",""
"1","Other wooded land","1","Total growing stock","1990","196","Saint Lucia","0",""
"1","Other wooded land","1","Total growing stock","1990","166","Russian Federation","1604.82",""
"1","Other wooded land","1","Total growing stock","1990","10","Rwanda","7",""
"1","Other wooded land","1","Total growing stock","1990","7655310","San Marino","0",""
"1","Other wooded land","1","Total growing stock","1990","97","Saudi Arabia","5.6",""
"1","Other wooded land","1","Total growing stock","1990","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","1","Total growing stock","1990","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","1","Total growing stock","1990","2","Sierra Leone","10.37",""
"1","Other wooded land","1","Total growing stock","1990","85","Singapore","0",""
"1","Other wooded land","1","Total growing stock","1990","71","Senegal","25",""
"1","Other wooded land","1","Total growing stock","1990","155","Serbia","6",""
"1","Other wooded land","0","Commercial","2010","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","0","Commercial","2010","643000372","Norfolk Island","0",""
"1","Other wooded land","0","Commercial","2010","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","0","Commercial","2010","126","Norway","25",""
"1","Other wooded land","0","Commercial","2010","140","Netherlands","0",""
"1","Other wooded land","0","Commercial","2010","5293372","Nauru","0",""
"1","Other wooded land","0","Commercial","2010","116","Niue","0",""
"1","Other wooded land","0","Commercial","2010","70","Niger","11",""
"1","Other wooded land","0","Commercial","2010","196","Saint Lucia","0",""
"1","Other wooded land","0","Commercial","2010","25","Réunion","0",""
"1","Other wooded land","0","Commercial","2010","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","0","Commercial","2010","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","0","Commercial","2010","150","Poland","0",""
"1","Other wooded land","0","Commercial","2010","5294032","Palau","0",""
"1","Other wooded land","0","Commercial","2010","166","Russian Federation","0",""
"1","Other wooded land","0","Commercial","2010","106","Republic of Korea","0",""
"1","Other wooded land","0","Commercial","2010","85","Singapore","0",""
"1","Other wooded land","0","Commercial","2010","154","Slovenia","1.3",""
"1","Other wooded land","0","Commercial","2010","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","0","Commercial","2010","128","Sweden","11.3",""
"1","Other wooded land","0","Commercial","2010","7655310","San Marino","0",""
"1","Other wooded land","0","Commercial","2010","97","Saudi Arabia","0",""
"1","Other wooded land","0","Commercial","2010","71","Senegal","18",""
"1","Other wooded land","0","Commercial","2010","2","Sierra Leone","1",""
"1","Other wooded land","0","Commercial","2010","199","Trinidad and Tobago","0.79",""
"1","Other wooded land","0","Commercial","2010","54","Tunisia","0",""
"1","Other wooded land","0","Commercial","2010","99","Turkey","60.649",""
"1","Other wooded land","0","Commercial","2010","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","0","Commercial","2010","167","Tajikistan","0",""
"1","Other wooded land","0","Commercial","2010","7655420","Timor-Leste","0",""
"1","Other wooded land","0","Commercial","2010","642354615","Tokelau","0",""
"1","Other wooded land","0","Commercial","2010","121","Tonga","0",""
"1","Other wooded land","1","Total growing stock","1990","45","Algeria","7.6",""
"1","Other wooded land","1","Total growing stock","1990","144","Albania","6.9",""
"1","Other wooded land","0","Commercial","2010","20","Zambia","9.11",""
"1","Other wooded land","0","Commercial","2010","101","Yemen","0",""
"1","Other wooded land","0","Commercial","2010","4054","Western Sahara","0",""
"1","Other wooded land","0","Commercial","2010","143","United Kingdom","1",""
"1","Other wooded land","0","Commercial","2010","100","United Arab Emirates","0",""
"1","Other wooded land","0","Commercial","2010","4921972","Tuvalu","0",""
"1","Other wooded land","1","Total growing stock","1990","63","Burkina Faso","88",""
"1","Other wooded land","1","Total growing stock","1990","81","Brunei Darussalam","1.11",""
"1","Other wooded land","1","Total growing stock","1990","182","Bermuda","0",""
"1","Other wooded land","1","Total growing stock","1990","7656243","Aruba","0",""
"1","Other wooded land","1","Total growing stock","1990","156","Armenia","0.8",""
"1","Other wooded land","1","Total growing stock","1990","215","Argentina","853",""
"1","Other wooded land","1","Total growing stock","1990","7656221","Anguilla","0",""
"1","Other wooded land","1","Total growing stock","1990","109","American Samoa","0",""
"1","Other wooded land","1","Total growing stock","1990","147","Croatia","2.84",""
"1","Other wooded land","1","Total growing stock","1990","148","Czech Republic","0",""
"1","Other wooded land","1","Total growing stock","1990","7","Congo","485",""
"1","Other wooded land","1","Total growing stock","1990","110","Cook Islands","0",""
"1","Other wooded land","1","Total growing stock","1990","65","Chad","74",""
"1","Other wooded land","1","Total growing stock","1990","102","China","1060",""
"1","Other wooded land","1","Total growing stock","1990","5","Cameroon","244",""
"1","Other wooded land","1","Total growing stock","1990","184","Cayman Islands","0",""
"1","Other wooded land","1","Total growing stock","1990","209","French Guiana","0",""
"1","Other wooded land","1","Total growing stock","1990","66","Gambia","2.33",""
"1","Other wooded land","1","Total growing stock","1990","7653870","Falkland Islands","0",""
"1","Other wooded land","1","Total growing stock","1990","125","Finland","6.988",""
"1","Other wooded land","1","Total growing stock","1990","53","Egypt","0.22",""
"1","Other wooded land","1","Total growing stock","1990","60","Ethiopia","103.2",""
"1","Other wooded land","1","Total growing stock","1990","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","1","Total growing stock","1990","132","Denmark","3.7",""
"1","Other wooded land","1","Total growing stock","2000","34","Maldives","0",""
"1","Other wooded land","1","Total growing stock","2000","68","Mali","92.845",""
"1","Other wooded land","1","Total growing stock","2000","139","Malta","0",""
"1","Other wooded land","1","Total growing stock","2000","5293301","Marshall Islands","0",""
"1","Other wooded land","1","Total growing stock","2000","69","Mauritania","31.1",""
"1","Other wooded land","1","Total growing stock","2000","24","Mauritius","0.5",""
"1","Other wooded land","1","Total growing stock","2000","176","Mexico","36.8",""
"1","Other wooded land","1","Total growing stock","2000","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","1","Total growing stock","2000","114","Kiribati","0",""
"1","Other wooded land","1","Total growing stock","2000","93","Kuwait","0",""
"1","Other wooded land","1","Total growing stock","2000","39","Lao People's Democratic Republic","28",""
"1","Other wooded land","1","Total growing stock","2000","163","Latvia","2.1",""
"1","Other wooded land","1","Total growing stock","2000","27","Lesotho","1.21",""
"1","Other wooded land","1","Total growing stock","2000","58","Libyan Arab Jamahiriya","4.125",""
"1","Other wooded land","1","Total growing stock","2000","164","Lithuania","2.5",""
"1","Other wooded land","1","Total growing stock","2000","23","Madagascar","829",""
"1","Other wooded land","1","Total growing stock","2000","116","Niue","0",""
"1","Other wooded land","1","Total growing stock","2000","70","Niger","13",""
"1","Other wooded land","1","Total growing stock","2000","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","1","Total growing stock","2000","643000372","Norfolk Island","0",""
