"Forest/Other wooded land (code)","Forest/Other wooded land","FRA categories (code)","FRA categories","Year","Country (code)","Country","Value","Flag"
"1","Other wooded land","1","Total growing stock","2000","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","1","Total growing stock","2000","126","Norway","43",""
"1","Other wooded land","1","Total growing stock","2000","178","Panama","18",""
"1","Other wooded land","1","Total growing stock","2000","5294032","Palau","0",""
"1","Other wooded land","1","Total growing stock","2000","107","Mongolia","2.09",""
"1","Other wooded land","1","Total growing stock","2000","7655168","Monaco","0",""
"1","Other wooded land","1","Total growing stock","2000","16","Mozambique","292",""
"1","Other wooded land","1","Total growing stock","2000","57","Morocco","0.8",""
"1","Other wooded land","1","Total growing stock","2000","5293372","Nauru","0",""
"1","Other wooded land","1","Total growing stock","2000","17","Namibia","45",""
"1","Other wooded land","1","Total growing stock","2000","140","Netherlands","0",""
"1","Other wooded land","1","Total growing stock","2000","35","Nepal","53",""
"1","Other wooded land","1","Total growing stock","2000","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","1","Total growing stock","2000","7655310","San Marino","0",""
"1","Other wooded land","1","Total growing stock","2000","196","Saint Lucia","0",""
"1","Other wooded land","1","Total growing stock","2000","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","1","Total growing stock","2000","155","Serbia","3",""
"1","Other wooded land","1","Total growing stock","2000","2","Sierra Leone","6.6",""
"1","Other wooded land","1","Total growing stock","2000","97","Saudi Arabia","5.6",""
"1","Other wooded land","1","Total growing stock","2000","71","Senegal","24",""
"1","Other wooded land","1","Total growing stock","2000","150","Poland","0",""
"1","Other wooded land","1","Total growing stock","2000","106","Republic of Korea","0",""
"1","Other wooded land","1","Total growing stock","2000","118","Papua New Guinea","68",""
"1","Other wooded land","1","Total growing stock","2000","84","Philippines","146.7",""
"1","Other wooded land","1","Total growing stock","2000","10","Rwanda","1.22",""
"1","Other wooded land","1","Total growing stock","2000","25","Réunion","1.1",""
"1","Other wooded land","1","Total growing stock","2000","165","Republic of Moldova","1.6",""
"1","Other wooded land","1","Total growing stock","2000","166","Russian Federation","1593.3",""
"1","Other wooded land","1","Total growing stock","2000","121","Tonga","0",""
"1","Other wooded land","1","Total growing stock","2000","642354615","Tokelau","0",""
"1","Other wooded land","1","Total growing stock","2000","7655420","Timor-Leste","0",""
"1","Other wooded land","1","Total growing stock","2000","167","Tajikistan","0.5",""
"1","Other wooded land","1","Total growing stock","2000","4921972","Tuvalu","0",""
"1","Other wooded land","1","Total growing stock","2000","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","1","Total growing stock","2000","54","Tunisia","1.2",""
"1","Other wooded land","1","Total growing stock","2000","199","Trinidad and Tobago","1.44",""
"1","Other wooded land","1","Total growing stock","2000","50","Spain","1.61",""
"1","Other wooded land","1","Total growing stock","2000","28","South Africa","491",""
"1","Other wooded land","1","Total growing stock","2000","154","Slovenia","2.3",""
"1","Other wooded land","1","Total growing stock","2000","85","Singapore","0",""
"1","Other wooded land","1","Total growing stock","2000","128","Sweden","35.8",""
"1","Other wooded land","1","Total growing stock","2000","29","Swaziland","3.4",""
"1","Other wooded land","1","Total growing stock","2000","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","1","Total growing stock","2000","74","Sudan","433",""
"1","Other wooded land","1","Total growing stock","1990","54","Tunisia","1.2",""
"1","Other wooded land","1","Total growing stock","1990","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","1","Total growing stock","1990","4921972","Tuvalu","0",""
"1","Other wooded land","1","Total growing stock","1990","56","Uganda","9.9",""
"1","Other wooded land","1","Total growing stock","1990","7655420","Timor-Leste","0",""
"1","Other wooded land","1","Total growing stock","1990","642354615","Tokelau","0",""
"1","Other wooded land","1","Total growing stock","1990","121","Tonga","0",""
"1","Other wooded land","1","Total growing stock","1990","199","Trinidad and Tobago","1.31",""
"1","Other wooded land","1","Total growing stock","1990","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","1","Total growing stock","1990","29","Swaziland","1.8",""
"1","Other wooded land","1","Total growing stock","1990","128","Sweden","34.4",""
"1","Other wooded land","1","Total growing stock","1990","167","Tajikistan","0.6",""
"1","Other wooded land","1","Total growing stock","1990","154","Slovenia","2.5",""
"1","Other wooded land","1","Total growing stock","1990","28","South Africa","491",""
"1","Other wooded land","1","Total growing stock","1990","50","Spain","1.56",""
"1","Other wooded land","1","Total growing stock","1990","74","Sudan","465",""
"1","Other wooded land","1","Total growing stock","2000","182","Bermuda","0",""
"1","Other wooded land","1","Total growing stock","2000","7656243","Aruba","0",""
"1","Other wooded land","1","Total growing stock","2000","63","Burkina Faso","82",""
"1","Other wooded land","1","Total growing stock","2000","81","Brunei Darussalam","1.2",""
"1","Other wooded land","1","Total growing stock","2000","7656221","Anguilla","0",""
"1","Other wooded land","1","Total growing stock","2000","109","American Samoa","0",""
"1","Other wooded land","1","Total growing stock","2000","156","Armenia","0.8",""
"1","Other wooded land","1","Total growing stock","2000","215","Argentina","862",""
"1","Other wooded land","1","Total growing stock","1990","20","Zambia","57.05",""
"1","Other wooded land","1","Total growing stock","1990","101","Yemen","11.95",""
"1","Other wooded land","1","Total growing stock","2000","45","Algeria","8.8",""
"1","Other wooded land","1","Total growing stock","2000","144","Albania","8",""
"1","Other wooded land","1","Total growing stock","1990","143","United Kingdom","1",""
"1","Other wooded land","1","Total growing stock","1990","100","United Arab Emirates","0.095",""
"1","Other wooded land","1","Total growing stock","1990","4054","Western Sahara","0",""
"1","Other wooded land","1","Total growing stock","1990","19","United Republic of Tanzania","182",""
"1","Other wooded land","1","Total growing stock","2000","125","Finland","5.266",""
"1","Other wooded land","1","Total growing stock","2000","209","French Guiana","0",""
"1","Other wooded land","1","Total growing stock","2000","60","Ethiopia","103.2",""
"1","Other wooded land","1","Total growing stock","2000","7653870","Falkland Islands","0",""
"1","Other wooded land","1","Total growing stock","2000","53","Egypt","0.22",""
"1","Other wooded land","1","Total growing stock","2000","159","Estonia","4.7",""
"1","Other wooded land","1","Total growing stock","2000","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","1","Total growing stock","2000","132","Denmark","3.7",""
"1","Other wooded land","1","Total growing stock","2000","147","Croatia","4.27",""
"1","Other wooded land","1","Total growing stock","2000","148","Czech Republic","0",""
"1","Other wooded land","1","Total growing stock","2000","7","Congo","482",""
"1","Other wooded land","1","Total growing stock","2000","110","Cook Islands","0",""
"1","Other wooded land","1","Total growing stock","2000","65","Chad","69",""
"1","Other wooded land","1","Total growing stock","2000","102","China","1043.8",""
"1","Other wooded land","1","Total growing stock","2000","5","Cameroon","244",""
"1","Other wooded land","1","Total growing stock","2000","184","Cayman Islands","0",""
"1","Other wooded land","1","Total growing stock","2000","73","Kenya","461.3",""
"1","Other wooded land","1","Total growing stock","2000","161","Kazakhstan","11.88",""
"1","Other wooded land","1","Total growing stock","2000","643000371","Jersey","0",""
"1","Other wooded land","1","Total growing stock","2000","191","Jamaica","24.28",""
"1","Other wooded land","1","Total growing stock","2000","137","Italy","60.1",""
"1","Other wooded land","1","Total growing stock","2000","7655849","Isle of Man","0",""
"1","Other wooded land","1","Total growing stock","2000","127","Iceland","0.739",""
"1","Other wooded land","1","Total growing stock","2000","149","Hungary","0",""
"1","Other wooded land","1","Total growing stock","2000","7657948","Holy See","0",""
"1","Other wooded land","1","Total growing stock","2000","67","Guinea-Bissau","0.77",""
"1","Other wooded land","1","Total growing stock","2000","643000370","Guernsey","0",""
"1","Other wooded land","1","Total growing stock","2000","174","Guatemala","53",""
"1","Other wooded land","1","Total growing stock","2000","113","Guam","0",""
"1","Other wooded land","1","Total growing stock","2000","189","Guadeloupe","0.02",""
"1","Other wooded land","1","Total growing stock","2000","7655146","Gibraltar","0",""
"1","Other wooded land","1","Total growing stock","2000","66","Gambia","2.18",""
"1","Other wooded land","0","Commercial","2005","45","Algeria","9.4",""
"1","Other wooded land","0","Commercial","2005","109","American Samoa","0",""
"1","Other wooded land","0","Commercial","2005","7656221","Anguilla","0",""
"1","Other wooded land","0","Commercial","2005","7656243","Aruba","0",""
"1","Other wooded land","0","Commercial","2000","4054","Western Sahara","0",""
"1","Other wooded land","0","Commercial","2000","101","Yemen","0",""
"1","Other wooded land","0","Commercial","2000","20","Zambia","9.01",""
"1","Other wooded land","0","Commercial","2005","144","Albania","7.9",""
"1","Other wooded land","0","Commercial","2005","102","China","331.2",""
"1","Other wooded land","0","Commercial","2005","7","Congo","144",""
"1","Other wooded land","0","Commercial","2005","110","Cook Islands","0",""
"1","Other wooded land","0","Commercial","2005","147","Croatia","4.98",""
"1","Other wooded land","0","Commercial","2005","182","Bermuda","0",""
"1","Other wooded land","0","Commercial","2005","5","Cameroon","20",""
"1","Other wooded land","0","Commercial","2005","184","Cayman Islands","0",""
"1","Other wooded land","0","Commercial","2005","65","Chad","18",""
"1","Other wooded land","0","Commercial","2000","128","Sweden","35.8",""
"1","Other wooded land","0","Commercial","2000","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","0","Commercial","2000","7655420","Timor-Leste","0",""
"1","Other wooded land","0","Commercial","2000","167","Tajikistan","0",""
"1","Other wooded land","0","Commercial","2000","2","Sierra Leone","3",""
"1","Other wooded land","0","Commercial","2000","71","Senegal","19",""
"1","Other wooded land","0","Commercial","2000","154","Slovenia","2.3",""
"1","Other wooded land","0","Commercial","2000","85","Singapore","0",""
"1","Other wooded land","0","Commercial","2000","4921972","Tuvalu","0",""
"1","Other wooded land","0","Commercial","2000","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","0","Commercial","2000","143","United Kingdom","1",""
"1","Other wooded land","0","Commercial","2000","100","United Arab Emirates","0",""
"1","Other wooded land","0","Commercial","2000","121","Tonga","0",""
"1","Other wooded land","0","Commercial","2000","642354615","Tokelau","0",""
"1","Other wooded land","0","Commercial","2000","54","Tunisia","0",""
"1","Other wooded land","0","Commercial","2000","199","Trinidad and Tobago","0.72",""
"1","Other wooded land","0","Commercial","2000","5294032","Palau","0",""
"1","Other wooded land","0","Commercial","2000","150","Poland","0",""
"1","Other wooded land","0","Commercial","2000","126","Norway","43",""
"1","Other wooded land","0","Commercial","2000","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","0","Commercial","2000","643000372","Norfolk Island","0",""
"1","Other wooded land","0","Commercial","2000","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","0","Commercial","2000","70","Niger","13",""
"1","Other wooded land","0","Commercial","2000","116","Niue","0",""
"1","Other wooded land","0","Commercial","2000","7655310","San Marino","0",""
"1","Other wooded land","0","Commercial","2000","97","Saudi Arabia","0",""
"1","Other wooded land","0","Commercial","2000","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","0","Commercial","2000","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","0","Commercial","2000","25","Réunion","0",""
"1","Other wooded land","0","Commercial","2000","196","Saint Lucia","0",""
"1","Other wooded land","0","Commercial","2000","106","Republic of Korea","0",""
"1","Other wooded land","0","Commercial","2000","166","Russian Federation","0",""
"1","Other wooded land","0","Commercial","2000","139","Malta","0",""
"1","Other wooded land","0","Commercial","2000","68","Mali","27.85",""
"1","Other wooded land","0","Commercial","2000","34","Maldives","0",""
"1","Other wooded land","0","Commercial","2000","23","Madagascar","83",""
"1","Other wooded land","0","Commercial","2000","164","Lithuania","2.5",""
"1","Other wooded land","0","Commercial","2000","58","Libyan Arab Jamahiriya","0",""
"1","Other wooded land","0","Commercial","2000","163","Latvia","0",""
"1","Other wooded land","0","Commercial","2000","162","Kyrgyzstan","0",""
"1","Other wooded land","0","Commercial","2000","140","Netherlands","0",""
"1","Other wooded land","0","Commercial","2000","5293372","Nauru","0",""
"1","Other wooded land","0","Commercial","2000","16","Mozambique","53",""
"1","Other wooded land","0","Commercial","2000","57","Morocco","0",""
"1","Other wooded land","0","Commercial","2000","7655168","Monaco","0",""
"1","Other wooded land","0","Commercial","2000","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","0","Commercial","2000","24","Mauritius","0",""
"1","Other wooded land","0","Commercial","2000","5293301","Marshall Islands","0",""
"1","Other wooded land","0","Commercial","2000","125","Finland","5.238",""
"1","Other wooded land","0","Commercial","2000","209","French Guiana","0",""
"1","Other wooded land","0","Commercial","2000","160","Georgia","0",""
"1","Other wooded land","0","Commercial","2000","7655146","Gibraltar","0",""
"1","Other wooded land","0","Commercial","2000","189","Guadeloupe","0.02",""
"1","Other wooded land","0","Commercial","2000","113","Guam","0",""
"1","Other wooded land","0","Commercial","2000","643000370","Guernsey","0",""
"1","Other wooded land","0","Commercial","2000","67","Guinea-Bissau","0.11",""
"1","Other wooded land","0","Commercial","2000","7657948","Holy See","0",""
"1","Other wooded land","0","Commercial","2000","149","Hungary","0",""
"1","Other wooded land","0","Commercial","2000","7655849","Isle of Man","0",""
"1","Other wooded land","0","Commercial","2000","643000371","Jersey","0",""
"1","Other wooded land","0","Commercial","2000","92","Jordan","0",""
"1","Other wooded land","0","Commercial","2000","161","Kazakhstan","0",""
"1","Other wooded land","0","Commercial","2000","114","Kiribati","0",""
"1","Other wooded land","0","Commercial","2000","93","Kuwait","0",""
"1","Other wooded land","0","Commercial","2000","182","Bermuda","0",""
"1","Other wooded land","0","Commercial","2000","7656243","Aruba","0",""
"1","Other wooded land","0","Commercial","2000","184","Cayman Islands","0",""
"1","Other wooded land","0","Commercial","2000","5","Cameroon","20",""
"1","Other wooded land","0","Commercial","2000","102","China","469.7",""
"1","Other wooded land","0","Commercial","2000","65","Chad","19",""
"1","Other wooded land","0","Commercial","2000","110","Cook Islands","0",""
"1","Other wooded land","0","Commercial","2000","7","Congo","144",""
"1","Other wooded land","0","Commercial","2000","148","Czech Republic","0",""
"1","Other wooded land","0","Commercial","2000","147","Croatia","4.27",""
"1","Other wooded land","0","Commercial","2000","132","Denmark","3.7",""
"1","Other wooded land","0","Commercial","2000","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","0","Commercial","2000","159","Estonia","4.7",""
"1","Other wooded land","0","Commercial","2000","53","Egypt","0",""
"1","Other wooded land","0","Commercial","2000","7653870","Falkland Islands","0",""
"1","Other wooded land","0","Commercial","2000","60","Ethiopia","0",""
"1","Other wooded land","0","Commercial","1990","121","Tonga","0",""
"1","Other wooded land","0","Commercial","1990","199","Trinidad and Tobago","0.66",""
"1","Other wooded land","0","Commercial","1990","7655420","Timor-Leste","0",""
"1","Other wooded land","0","Commercial","1990","642354615","Tokelau","0",""
"1","Other wooded land","0","Commercial","1990","4921972","Tuvalu","0",""
"1","Other wooded land","0","Commercial","1990","100","United Arab Emirates","0",""
"1","Other wooded land","0","Commercial","1990","54","Tunisia","0",""
"1","Other wooded land","0","Commercial","1990","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","0","Commercial","1990","101","Yemen","0",""
"1","Other wooded land","0","Commercial","1990","20","Zambia","8.92",""
"1","Other wooded land","0","Commercial","1990","143","United Kingdom","1",""
"1","Other wooded land","0","Commercial","1990","4054","Western Sahara","0",""
"1","Other wooded land","0","Commercial","2000","109","American Samoa","0",""
"1","Other wooded land","0","Commercial","2000","7656221","Anguilla","0",""
"1","Other wooded land","0","Commercial","2000","144","Albania","8",""
"1","Other wooded land","0","Commercial","2000","45","Algeria","8.8",""
"1","Other wooded land","0","Commercial","1990","25","Réunion","0",""
"1","Other wooded land","0","Commercial","1990","166","Russian Federation","0",""
"1","Other wooded land","0","Commercial","1990","106","Republic of Korea","0",""
"1","Other wooded land","0","Commercial","1990","150","Poland","0",""
"1","Other wooded land","0","Commercial","1990","7655310","San Marino","0",""
"1","Other wooded land","0","Commercial","1990","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","0","Commercial","1990","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","0","Commercial","1990","196","Saint Lucia","0",""
"1","Other wooded land","0","Commercial","1990","85","Singapore","0",""
"1","Other wooded land","0","Commercial","1990","2","Sierra Leone","8",""
"1","Other wooded land","0","Commercial","1990","71","Senegal","20",""
"1","Other wooded land","0","Commercial","1990","97","Saudi Arabia","0",""
"1","Other wooded land","0","Commercial","1990","167","Tajikistan","0",""
"1","Other wooded land","0","Commercial","1990","128","Sweden","34.4",""
"1","Other wooded land","0","Commercial","1990","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","0","Commercial","1990","154","Slovenia","2.5",""
"1","Other wooded land","0","Commercial","2010","7655168","Monaco","0",""
"1","Other wooded land","0","Commercial","2010","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","0","Commercial","2010","16","Mozambique","52",""
"1","Other wooded land","0","Commercial","2010","57","Morocco","0",""
"1","Other wooded land","0","Commercial","2010","139","Malta","0",""
"1","Other wooded land","0","Commercial","2010","68","Mali","18.51",""
"1","Other wooded land","0","Commercial","2010","24","Mauritius","0",""
"1","Other wooded land","0","Commercial","2010","5293301","Marshall Islands","0",""
"1","Other wooded land","0","Commercial","2010","164","Lithuania","2.4",""
"1","Other wooded land","0","Commercial","2010","58","Libyan Arab Jamahiriya","0",""
"1","Other wooded land","0","Commercial","2010","34","Maldives","0",""
"1","Other wooded land","0","Commercial","2010","23","Madagascar","71",""
"1","Other wooded land","0","Commercial","2010","162","Kyrgyzstan","0",""
"1","Other wooded land","0","Commercial","2010","93","Kuwait","0",""
"1","Other wooded land","0","Commercial","2010","94","Lebanon","0.154",""
"1","Other wooded land","0","Commercial","2010","163","Latvia","1.9",""
"1","Other wooded land","0","Commercial","2010","643000371","Jersey","0",""
"1","Other wooded land","0","Commercial","2010","92","Jordan","0",""
"1","Other wooded land","0","Commercial","2010","161","Kazakhstan","0",""
"1","Other wooded land","0","Commercial","2010","114","Kiribati","0",""
"1","Other wooded land","0","Commercial","2010","67","Guinea-Bissau","0.1",""
"1","Other wooded land","0","Commercial","2010","7657948","Holy See","0",""
"1","Other wooded land","0","Commercial","2010","149","Hungary","0",""
"1","Other wooded land","0","Commercial","2010","7655849","Isle of Man","0",""
"1","Other wooded land","0","Commercial","2010","7655146","Gibraltar","0",""
"1","Other wooded land","0","Commercial","2010","189","Guadeloupe","0.02",""
"1","Other wooded land","0","Commercial","2010","113","Guam","0",""
"1","Other wooded land","0","Commercial","2010","643000370","Guernsey","0",""
"1","Other wooded land","0","Commercial","2010","7653870","Falkland Islands","0",""
"1","Other wooded land","0","Commercial","2010","125","Finland","10.162",""
"1","Other wooded land","0","Commercial","2010","209","French Guiana","0",""
"1","Other wooded land","0","Commercial","2010","160","Georgia","0",""
"1","Other wooded land","0","Commercial","2010","60","Ethiopia","0",""
"1","Other wooded land","0","Commercial","2010","159","Estonia","5.8",""
"1","Other wooded land","0","Commercial","2010","53","Egypt","0",""
"1","Other wooded land","0","Commercial","2010","132","Denmark","1.1",""
"1","Other wooded land","0","Commercial","2010","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","0","Commercial","2010","148","Czech Republic","0",""
"1","Other wooded land","0","Commercial","2010","147","Croatia","5.69",""
"1","Other wooded land","0","Commercial","2010","110","Cook Islands","0",""
"1","Other wooded land","0","Commercial","2010","7","Congo","143",""
"1","Other wooded land","0","Commercial","2010","102","China","344.7",""
"1","Other wooded land","0","Commercial","2010","65","Chad","18",""
"1","Other wooded land","0","Commercial","2010","184","Cayman Islands","0",""
"1","Other wooded land","0","Commercial","2010","5","Cameroon","20",""
"1","Other wooded land","0","Commercial","2010","182","Bermuda","0",""
"1","Other wooded land","0","Commercial","2010","7656243","Aruba","0",""
"1","Other wooded land","0","Commercial","2010","7656221","Anguilla","0",""
"1","Other wooded land","0","Commercial","2010","45","Algeria","9.9",""
"1","Other wooded land","0","Commercial","2010","109","American Samoa","0",""
"1","Other wooded land","0","Commercial","2005","20","Zambia","9.06",""
"1","Other wooded land","0","Commercial","2010","144","Albania","7.3",""
"1","Other wooded land","0","Commercial","2005","4054","Western Sahara","0",""
"1","Other wooded land","0","Commercial","2005","101","Yemen","0",""
"1","Other wooded land","0","Commercial","2005","100","United Arab Emirates","0",""
"1","Other wooded land","0","Commercial","2005","143","United Kingdom","1",""
"1","Other wooded land","0","Commercial","2005","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","0","Commercial","2005","4921972","Tuvalu","0",""
"1","Other wooded land","0","Commercial","2005","54","Tunisia","0",""
"1","Other wooded land","0","Commercial","2005","99","Turkey","59.449",""
"1","Other wooded land","0","Commercial","2005","121","Tonga","0",""
"1","Other wooded land","0","Commercial","2005","199","Trinidad and Tobago","0.75",""
"1","Other wooded land","0","Commercial","2005","7655420","Timor-Leste","0",""
"1","Other wooded land","0","Commercial","2005","642354615","Tokelau","0",""
"1","Other wooded land","0","Commercial","2005","2","Sierra Leone","2",""
"1","Other wooded land","0","Commercial","2005","71","Senegal","19",""
"1","Other wooded land","0","Commercial","2005","154","Slovenia","1.7",""
"1","Other wooded land","0","Commercial","2005","85","Singapore","0",""
"1","Other wooded land","0","Commercial","2005","128","Sweden","11",""
"1","Other wooded land","0","Commercial","2005","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","0","Commercial","2005","167","Tajikistan","0",""
"1","Other wooded land","0","Commercial","2005","142","Switzerland","0.57",""
"1","Other wooded land","0","Commercial","2005","166","Russian Federation","0",""
"1","Other wooded land","0","Commercial","2005","106","Republic of Korea","0",""
"1","Other wooded land","0","Commercial","2005","196","Saint Lucia","0",""
"1","Other wooded land","0","Commercial","2005","25","Réunion","0",""
"1","Other wooded land","0","Commercial","2005","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","0","Commercial","2005","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","0","Commercial","2005","97","Saudi Arabia","0",""
"1","Other wooded land","0","Commercial","2005","7655310","San Marino","0",""
"1","Other wooded land","0","Commercial","2005","70","Niger","12",""
"1","Other wooded land","0","Commercial","2005","116","Niue","0",""
"1","Other wooded land","0","Commercial","2005","643000372","Norfolk Island","0",""
"1","Other wooded land","0","Commercial","2005","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","0","Commercial","2005","126","Norway","34",""
"1","Other wooded land","0","Commercial","2005","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","0","Commercial","2005","5294032","Palau","0",""
"1","Other wooded land","0","Commercial","2005","150","Poland","0",""
"1","Other wooded land","0","Commercial","2005","5293301","Marshall Islands","0",""
"1","Other wooded land","0","Commercial","2005","24","Mauritius","0",""
"1","Other wooded land","0","Commercial","2005","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","0","Commercial","2005","7655168","Monaco","0",""
"1","Other wooded land","0","Commercial","2005","57","Morocco","0",""
"1","Other wooded land","0","Commercial","2005","16","Mozambique","53",""
"1","Other wooded land","0","Commercial","2005","5293372","Nauru","0",""
"1","Other wooded land","0","Commercial","2005","140","Netherlands","0",""
"1","Other wooded land","0","Commercial","2005","164","Lithuania","2.2",""
"1","Other wooded land","0","Commercial","2005","58","Libyan Arab Jamahiriya","0",""
"1","Other wooded land","0","Commercial","2005","94","Lebanon","0.151",""
"1","Other wooded land","0","Commercial","2005","163","Latvia","2",""
"1","Other wooded land","0","Commercial","2005","139","Malta","0",""
"1","Other wooded land","0","Commercial","2005","68","Mali","23.18",""
"1","Other wooded land","0","Commercial","2005","34","Maldives","0",""
"1","Other wooded land","0","Commercial","2005","23","Madagascar","77",""
"1","Other wooded land","0","Commercial","2005","92","Jordan","0",""
"1","Other wooded land","0","Commercial","2005","643000371","Jersey","0",""
"1","Other wooded land","0","Commercial","2005","7655849","Isle of Man","0",""
"1","Other wooded land","0","Commercial","2005","149","Hungary","0",""
"1","Other wooded land","0","Commercial","2005","162","Kyrgyzstan","0",""
"1","Other wooded land","0","Commercial","2005","93","Kuwait","0",""
"1","Other wooded land","0","Commercial","2005","114","Kiribati","0",""
"1","Other wooded land","0","Commercial","2005","161","Kazakhstan","0",""
"1","Other wooded land","0","Commercial","2005","7655146","Gibraltar","0",""
"1","Other wooded land","0","Commercial","2005","189","Guadeloupe","0.02",""
"1","Other wooded land","0","Commercial","2005","209","French Guiana","0",""
"1","Other wooded land","0","Commercial","2005","160","Georgia","0",""
"1","Other wooded land","0","Commercial","2005","67","Guinea-Bissau","0.11",""
"1","Other wooded land","0","Commercial","2005","7657948","Holy See","0",""
"1","Other wooded land","0","Commercial","2005","113","Guam","0",""
"1","Other wooded land","0","Commercial","2005","643000370","Guernsey","0",""
"1","Other wooded land","0","Commercial","2005","132","Denmark","1.1",""
"1","Other wooded land","0","Commercial","2005","53","Egypt","0",""
"1","Other wooded land","0","Commercial","2005","148","Czech Republic","0",""
"1","Other wooded land","0","Commercial","2005","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","0","Commercial","2005","7653870","Falkland Islands","0",""
"1","Other wooded land","0","Commercial","2005","125","Finland","10.162",""
"1","Other wooded land","0","Commercial","2005","159","Estonia","5.5",""
"1","Other wooded land","0","Commercial","2005","60","Ethiopia","0",""
"0","Forest","1","Total growing stock","2010","94","Lebanon","5.097",""
"0","Forest","1","Total growing stock","2010","163","Latvia","633",""
"0","Forest","1","Total growing stock","2010","39","Lao People's Democratic Republic","929",""
"0","Forest","1","Total growing stock","2010","162","Kyrgyzstan","44.66",""
"0","Forest","1","Total growing stock","2010","73","Kenya","628.5",""
"0","Forest","1","Total growing stock","2010","161","Kazakhstan","363.95",""
"0","Forest","1","Total growing stock","2010","92","Jordan","2.925",""
"0","Forest","1","Total growing stock","2010","191","Jamaica","51.8",""
"0","Forest","1","Total growing stock","2010","15","Malawi","354",""
"0","Forest","1","Total growing stock","2010","23","Madagascar","2146",""
"0","Forest","1","Total growing stock","2010","131","Luxembourg","25.95",""
"0","Forest","1","Total growing stock","2010","164","Lithuania","469.8",""
"0","Forest","1","Total growing stock","2010","138","Liechtenstein","1.75",""
"0","Forest","1","Total growing stock","2010","58","Libyan Arab Jamahiriya","7.865",""
"0","Forest","1","Total growing stock","2010","78","Liberia","683.98",""
"0","Forest","1","Total growing stock","2010","27","Lesotho","2.86",""
"0","Forest","1","Total growing stock","2010","24","Mauritius","2.99",""
"0","Forest","1","Total growing stock","2010","176","Mexico","2870",""
"0","Forest","1","Total growing stock","2010","192","Martinique","15.1",""
"0","Forest","1","Total growing stock","2010","69","Mauritania","4.84",""
"0","Forest","1","Total growing stock","2010","139","Malta","0.08",""
"0","Forest","1","Total growing stock","2010","5293301","Marshall Islands","2.053",""
"0","Forest","1","Total growing stock","2010","83","Malaysia","4239",""
"0","Forest","1","Total growing stock","2010","68","Mali","246.487",""
"0","Forest","1","Total growing stock","2010","40","Myanmar","1430",""
"0","Forest","1","Total growing stock","2010","17","Namibia","175",""
"0","Forest","1","Total growing stock","2010","57","Morocco","187",""
"0","Forest","1","Total growing stock","2010","16","Mozambique","1420",""
"0","Forest","1","Total growing stock","2010","107","Mongolia","1426",""
"0","Forest","1","Total growing stock","2010","643000290","Montenegro","72",""
"0","Forest","1","Total growing stock","2010","4921994","Micronesia (Federated States of)","17.46",""
"0","Forest","1","Total growing stock","2010","7655168","Monaco","0",""
"0","Forest","1","Total growing stock","2010","133","France","2584",""
"0","Forest","1","Total growing stock","2010","125","Finland","2189.146",""
"0","Forest","1","Total growing stock","2010","9","Gabon","4895",""
"0","Forest","1","Total growing stock","2010","209","French Guiana","2829",""
"0","Forest","1","Total growing stock","2010","159","Estonia","449.4",""
"0","Forest","1","Total growing stock","2010","8","Equatorial Guinea","268",""
"0","Forest","1","Total growing stock","2010","7653870","Falkland Islands","0",""
"0","Forest","1","Total growing stock","2010","60","Ethiopia","263.7",""
"0","Forest","1","Total growing stock","2010","135","Greece","185",""
"0","Forest","1","Total growing stock","2010","7655146","Gibraltar","0",""
"0","Forest","1","Total growing stock","2010","189","Guadeloupe","26",""
"0","Forest","1","Total growing stock","2010","188","Grenada","0.765",""
