"Forest/Other wooded land (code)","Forest/Other wooded land","FRA categories (code)","FRA categories","Year","Country (code)","Country","Value","Flag"
"0","Forest","1","Below-ground biomass","2000","185","Cuba","74",""
"0","Forest","1","Below-ground biomass","2000","147","Croatia","110.09",""
"0","Forest","1","Below-ground biomass","2000","125","Finland","230.5",""
"0","Forest","1","Below-ground biomass","2000","7653870","Falkland Islands","0",""
"0","Forest","1","Below-ground biomass","2000","60","Ethiopia","115",""
"0","Forest","1","Below-ground biomass","2000","159","Estonia","69.934",""
"0","Forest","1","Below-ground biomass","2000","8","Equatorial Guinea","89.5",""
"0","Forest","1","Below-ground biomass","2000","53","Egypt","2.577",""
"0","Forest","1","Below-ground biomass","2000","187","Dominican Republic","46.7",""
"0","Forest","1","Below-ground biomass","2000","72","Djibouti","0.14",""
"0","Forest","1","Below-ground biomass","2000","203","Canada","6668",""
"0","Forest","1","Below-ground biomass","2000","64","Cape Verde","2.2",""
"0","Forest","1","Below-ground biomass","2000","38","Cambodia","410",""
"0","Forest","1","Below-ground biomass","2000","5","Cameroon","1233",""
"0","Forest","1","Below-ground biomass","2000","63","Burkina Faso","150",""
"0","Forest","1","Below-ground biomass","2000","4","Burundi","7.9",""
"0","Forest","1","Below-ground biomass","2000","81","Brunei Darussalam","31.38",""
"0","Forest","1","Below-ground biomass","2000","146","Bulgaria","74",""
"0","Forest","1","Below-ground biomass","2000","7","Congo","1425",""
"0","Forest","1","Below-ground biomass","2000","172","Costa Rica","89",""
"0","Forest","1","Below-ground biomass","2000","207","Colombia","2849",""
"0","Forest","1","Below-ground biomass","2000","22","Comoros","0.48",""
"0","Forest","1","Below-ground biomass","2000","216","Chile","442.8",""
"0","Forest","1","Below-ground biomass","2000","102","China","2725.6",""
"0","Forest","1","Below-ground biomass","2000","6","Central African Republic","1193",""
"0","Forest","1","Below-ground biomass","2000","65","Chad","315",""
"0","Forest","1","Below-ground biomass","2000","33","India","882",""
"0","Forest","1","Below-ground biomass","2000","127","Iceland","0.058",""
"0","Forest","1","Below-ground biomass","2000","89","Iran (Islamic Republic of)","116",""
"0","Forest","1","Below-ground biomass","2000","82","Indonesia","8015",""
"0","Forest","1","Below-ground biomass","2000","7657948","Holy See","0",""
"0","Forest","1","Below-ground biomass","2000","190","Haiti","2.09",""
"0","Forest","1","Below-ground biomass","2000","149","Hungary","52",""
"0","Forest","1","Below-ground biomass","2000","175","Honduras","167",""
"0","Forest","1","Below-ground biomass","2000","92","Jordan","1.51",""
"0","Forest","1","Below-ground biomass","2000","103","Japan","560",""
"0","Forest","1","Below-ground biomass","2000","73","Kenya","207",""
"0","Forest","1","Below-ground biomass","2000","161","Kazakhstan","62.57",""
"0","Forest","1","Below-ground biomass","2000","91","Israel","1.8",""
"0","Forest","1","Below-ground biomass","2000","136","Ireland","7.3",""
"0","Forest","1","Below-ground biomass","2000","191","Jamaica","23",""
"0","Forest","1","Below-ground biomass","2000","137","Italy","196.2",""
"0","Forest","1","Below-ground biomass","2000","160","Georgia","83.85",""
"0","Forest","1","Below-ground biomass","2000","134","Germany","530",""
"0","Forest","1","Below-ground biomass","2000","76","Ghana","191.6",""
"0","Forest","1","Below-ground biomass","2000","7655146","Gibraltar","0",""
"0","Forest","1","Below-ground biomass","2000","133","France","490",""
"0","Forest","1","Below-ground biomass","2000","209","French Guiana","649",""
"0","Forest","1","Below-ground biomass","2000","9","Gabon","1116",""
"0","Forest","1","Below-ground biomass","2000","66","Gambia","12.49",""
"0","Forest","1","Below-ground biomass","2000","174","Guatemala","125",""
"0","Forest","1","Below-ground biomass","2000","77","Guinea","253",""
"0","Forest","1","Below-ground biomass","2000","67","Guinea-Bissau","36",""
"0","Forest","1","Below-ground biomass","2000","210","Guyana","597",""
"0","Forest","1","Below-ground biomass","2000","135","Greece","34",""
"0","Forest","1","Below-ground biomass","2000","188","Grenada","0.467",""
"0","Forest","1","Below-ground biomass","2000","189","Guadeloupe","5",""
"0","Forest","1","Below-ground biomass","2000","113","Guam","0.765",""
"0","Forest","1","Below-ground biomass","2000","4921994","Micronesia (Federated States of)","8.63",""
"0","Forest","1","Below-ground biomass","2000","176","Mexico","772",""
"0","Forest","1","Below-ground biomass","2000","24","Mauritius","1.04",""
"0","Forest","1","Below-ground biomass","2000","69","Mauritania","4.4",""
"0","Forest","1","Below-ground biomass","2000","57","Morocco","105",""
"0","Forest","1","Below-ground biomass","2000","643000290","Montenegro","17.27",""
"0","Forest","1","Below-ground biomass","2000","107","Mongolia","258",""
"0","Forest","1","Below-ground biomass","2000","7655168","Monaco","0",""
"0","Forest","1","Below-ground biomass","2000","5293372","Nauru","0",""
"0","Forest","1","Below-ground biomass","2000","17","Namibia","104.8",""
"0","Forest","1","Below-ground biomass","2000","40","Myanmar","643",""
"0","Forest","1","Below-ground biomass","2000","16","Mozambique","795",""
"0","Forest","1","Below-ground biomass","2000","177","Nicaragua","176.2",""
"0","Forest","1","Below-ground biomass","2000","115","New Caledonia","21.22",""
"0","Forest","1","Below-ground biomass","2000","140","Netherlands","8",""
"0","Forest","1","Below-ground biomass","2000","35","Nepal","269",""
"0","Forest","1","Below-ground biomass","2000","163","Latvia","113.57",""
"0","Forest","1","Below-ground biomass","2000","27","Lesotho","0.91",""
"0","Forest","1","Below-ground biomass","2000","162","Kyrgyzstan","21.46",""
"0","Forest","1","Below-ground biomass","2000","39","Lao People's Democratic Republic","402",""
"0","Forest","1","Below-ground biomass","2000","138","Liechtenstein","0.2",""
"0","Forest","1","Below-ground biomass","2000","164","Lithuania","54",""
"0","Forest","1","Below-ground biomass","2000","78","Liberia","257.58",""
"0","Forest","1","Below-ground biomass","2000","58","Libyan Arab Jamahiriya","2.17",""
"0","Forest","1","Below-ground biomass","2000","15","Malawi","65",""
"0","Forest","1","Below-ground biomass","2000","83","Malaysia","1465",""
"0","Forest","1","Below-ground biomass","2000","131","Luxembourg","2.44",""
"0","Forest","1","Below-ground biomass","2000","23","Madagascar","697",""
"0","Forest","1","Below-ground biomass","2000","5293301","Marshall Islands","0.98",""
"0","Forest","1","Below-ground biomass","2000","192","Martinique","3.4",""
"0","Forest","1","Below-ground biomass","2000","68","Mali","139.43",""
"0","Forest","1","Below-ground biomass","2000","139","Malta","0.02",""
"0","Forest","1","Below-ground biomass","2000","10","Rwanda","7.1",""
"0","Forest","1","Below-ground biomass","2000","166","Russian Federation","12842.4",""
"0","Forest","1","Below-ground biomass","2000","643000373","Saint-Barthélemy","0",""
"0","Forest","1","Below-ground biomass","2000","25","Réunion","2.1",""
"0","Forest","1","Below-ground biomass","2000","11","Sao Tome and Principe","1.6",""
"0","Forest","1","Below-ground biomass","2000","7655310","San Marino","0",""
"0","Forest","1","Below-ground biomass","2000","71","Senegal","179",""
"0","Forest","1","Below-ground biomass","2000","97","Saudi Arabia","2.76",""
"0","Forest","1","Below-ground biomass","2000","26","Seychelles","1.47",""
"0","Forest","1","Below-ground biomass","2000","155","Serbia","66.3",""
"0","Forest","1","Below-ground biomass","2000","153","Slovakia","68.1",""
"0","Forest","1","Below-ground biomass","2000","2","Sierra Leone","95.37",""
"0","Forest","1","Below-ground biomass","2000","120","Solomon Islands","76.7",""
"0","Forest","1","Below-ground biomass","2000","154","Slovenia","62.5",""
"0","Forest","1","Below-ground biomass","2000","28","South Africa","359",""
"0","Forest","1","Below-ground biomass","2000","46","Somalia","181",""
"0","Forest","1","Below-ground biomass","2000","70","Niger","19",""
"0","Forest","1","Below-ground biomass","2000","1","Nigeria","638",""
"0","Forest","1","Below-ground biomass","2000","5293394","Northern Mariana Islands","1.363",""
"0","Forest","1","Below-ground biomass","2000","126","Norway","96",""
"0","Forest","1","Below-ground biomass","2000","36","Pakistan","150",""
"0","Forest","1","Below-ground biomass","2000","5294032","Palau","4.45",""
"0","Forest","1","Below-ground biomass","2000","178","Panama","157",""
"0","Forest","1","Below-ground biomass","2000","118","Papua New Guinea","859",""
"0","Forest","1","Below-ground biomass","2000","212","Peru","3588",""
"0","Forest","1","Below-ground biomass","2000","84","Philippines","269.9",""
"0","Forest","1","Below-ground biomass","2000","150","Poland","352",""
"0","Forest","1","Below-ground biomass","2000","7665786","Puerto Rico","6.003",""
"0","Forest","1","Below-ground biomass","2000","96","Qatar","0",""
"0","Forest","1","Below-ground biomass","2000","106","Republic of Korea","99",""
"0","Forest","1","Below-ground biomass","2000","165","Republic of Moldova","10.4",""
"0","Forest","1","Below-ground biomass","2000","152","Romania","238",""
"0","Forest","0","Above-ground biomass","2010","215","Argentina","5020",""
"0","Forest","0","Above-ground biomass","2010","13","Angola","7524",""
"0","Forest","0","Above-ground biomass","2010","129","Austria","620",""
"0","Forest","0","Above-ground biomass","2010","156","Armenia","21.7",""
"0","Forest","0","Above-ground biomass","2010","144","Albania","74.1",""
"0","Forest","0","Above-ground biomass","2010","86","Afghanistan","63.4",""
"0","Forest","0","Above-ground biomass","2010","109","American Samoa","3.132",""
"0","Forest","0","Above-ground biomass","2010","45","Algeria","120",""
"0","Forest","0","Above-ground biomass","2005","101","Yemen","7.68",""
"0","Forest","0","Above-ground biomass","2005","4054","Western Sahara","50.24",""
"0","Forest","0","Above-ground biomass","2005","21","Zimbabwe","909",""
"0","Forest","0","Above-ground biomass","2005","20","Zambia","4215.24",""
"0","Forest","0","Above-ground biomass","2005","200","United States of America","31089",""
"0","Forest","0","Above-ground biomass","2005","202","United States Virgin Islands","0.895",""
"0","Forest","0","Above-ground biomass","2005","79","Viet Nam","1601",""
"0","Forest","0","Above-ground biomass","2005","170","Uzbekistan","25.81",""
"0","Forest","0","Above-ground biomass","2010","146","Bulgaria","337",""
"0","Forest","0","Above-ground biomass","2010","63","Burkina Faso","486",""
"0","Forest","0","Above-ground biomass","2010","4","Burundi","28.4",""
"0","Forest","0","Above-ground biomass","2010","38","Cambodia","633",""
"0","Forest","0","Above-ground biomass","2010","145","Bosnia and Herzegovina","190.15",""
"0","Forest","0","Above-ground biomass","2010","14","Botswana","881",""
"0","Forest","0","Above-ground biomass","2010","206","Brazil","109933.65",""
"0","Forest","0","Above-ground biomass","2010","81","Brunei Darussalam","122.84",""
"0","Forest","0","Above-ground biomass","2010","171","Belize","294",""
"0","Forest","0","Above-ground biomass","2010","55","Benin","450.5",""
"0","Forest","0","Above-ground biomass","2010","32","Bhutan","522",""
"0","Forest","0","Above-ground biomass","2010","205","Bolivia (plurinational state of)","7622",""
"0","Forest","0","Above-ground biomass","2010","157","Azerbaijan","98.58",""
"0","Forest","0","Above-ground biomass","2010","31","Bangladesh","143",""
"0","Forest","0","Above-ground biomass","2010","158","Belarus","996.6",""
"0","Forest","0","Above-ground biomass","2010","130","Belgium","106.08",""
"0","Forest","0","Above-ground biomass","2010","75","Côte d'Ivoire","3641",""
"0","Forest","0","Above-ground biomass","2010","148","Czech Republic","638.7",""
"0","Forest","0","Above-ground biomass","2010","88","Cyprus","4.609",""
"0","Forest","0","Above-ground biomass","2010","185","Cuba","387",""
"0","Forest","0","Above-ground biomass","2010","147","Croatia","412.61",""
"0","Forest","0","Above-ground biomass","2010","172","Costa Rica","408",""
"0","Forest","0","Above-ground biomass","2010","7","Congo","5900",""
"0","Forest","0","Above-ground biomass","2010","22","Comoros","0.61",""
"0","Forest","0","Above-ground biomass","2010","207","Colombia","11676",""
"0","Forest","0","Above-ground biomass","2010","102","China","9947.9",""
"0","Forest","0","Above-ground biomass","2010","216","Chile","2247.5",""
"0","Forest","0","Above-ground biomass","2010","65","Chad","1055",""
"0","Forest","0","Above-ground biomass","2010","6","Central African Republic","4909",""
"0","Forest","0","Above-ground biomass","2010","64","Cape Verde","8.1",""
"0","Forest","0","Above-ground biomass","2010","203","Canada","27298",""
"0","Forest","0","Above-ground biomass","2010","5","Cameroon","4626",""
"0","Forest","0","Above-ground biomass","2010","9","Gabon","4650",""
"0","Forest","0","Above-ground biomass","2010","66","Gambia","54.15",""
"0","Forest","0","Above-ground biomass","2010","209","French Guiana","2829",""
"0","Forest","0","Above-ground biomass","2010","112","French Polynesia","35.98",""
"0","Forest","0","Above-ground biomass","2010","125","Finland","1427.9",""
"0","Forest","0","Above-ground biomass","2010","133","France","1979",""
"0","Forest","0","Above-ground biomass","2010","60","Ethiopia","367",""
"0","Forest","0","Above-ground biomass","2010","7653870","Falkland Islands","0",""
"0","Forest","0","Above-ground biomass","2010","8","Equatorial Guinea","347.9",""
"0","Forest","0","Above-ground biomass","2010","159","Estonia","264.324",""
"0","Forest","0","Above-ground biomass","2010","187","Dominican Republic","194.7",""
"0","Forest","0","Above-ground biomass","2010","53","Egypt","11.76",""
"0","Forest","0","Above-ground biomass","2010","132","Denmark","63.4",""
"0","Forest","0","Above-ground biomass","2010","72","Djibouti","0.34",""
"0","Forest","0","Above-ground biomass","2010","105","Democratic People's Republic of Korea","266",""
"0","Forest","0","Above-ground biomass","2010","12","Democratic Republic of the Congo","33699",""
"0","Forest","0","Above-ground biomass","2010","77","Guinea","998",""
"0","Forest","0","Above-ground biomass","2010","174","Guatemala","454",""
"0","Forest","0","Above-ground biomass","2010","210","Guyana","2867",""
"0","Forest","0","Above-ground biomass","2010","67","Guinea-Bissau","171",""
"0","Forest","0","Above-ground biomass","2010","7657948","Holy See","0",""
"0","Forest","0","Above-ground biomass","2010","190","Haiti","9.7",""
"0","Forest","0","Above-ground biomass","2010","149","Hungary","227",""
"0","Forest","0","Above-ground biomass","2010","175","Honduras","566",""
"0","Forest","0","Above-ground biomass","2010","134","Germany","2165",""
"0","Forest","0","Above-ground biomass","2010","160","Georgia","336.8",""
"0","Forest","0","Above-ground biomass","2010","7655146","Gibraltar","0",""
"0","Forest","0","Above-ground biomass","2010","76","Ghana","653.7",""
"0","Forest","0","Above-ground biomass","2010","188","Grenada","1.911",""
"0","Forest","0","Above-ground biomass","2010","135","Greece","132",""
"0","Forest","0","Above-ground biomass","2010","113","Guam","2.832",""
"0","Forest","0","Above-ground biomass","2010","189","Guadeloupe","21.7",""
"0","Forest","0","Above-ground biomass","2010","92","Jordan","3.51",""
"0","Forest","0","Above-ground biomass","2010","161","Kazakhstan","210.93",""
"0","Forest","0","Above-ground biomass","2010","73","Kenya","817.1",""
"0","Forest","0","Above-ground biomass","2010","162","Kyrgyzstan","83.4",""
"0","Forest","0","Above-ground biomass","2010","39","Lao People's Democratic Republic","1904",""
"0","Forest","0","Above-ground biomass","2010","163","Latvia","411.45",""
"0","Forest","0","Above-ground biomass","2010","94","Lebanon","2.913",""
"0","Forest","0","Above-ground biomass","2010","27","Lesotho","3.98",""
"0","Forest","0","Above-ground biomass","2010","127","Iceland","0.458",""
"0","Forest","0","Above-ground biomass","2010","33","India","3291",""
"0","Forest","0","Above-ground biomass","2010","82","Indonesia","20826",""
"0","Forest","0","Above-ground biomass","2010","89","Iran (Islamic Republic of)","429",""
"0","Forest","0","Above-ground biomass","2010","136","Ireland","36.2",""
"0","Forest","0","Above-ground biomass","2010","91","Israel","7.5",""
"0","Forest","0","Above-ground biomass","2010","137","Italy","952.2",""
"0","Forest","0","Above-ground biomass","2010","191","Jamaica","78.57",""
"0","Forest","0","Above-ground biomass","2010","192","Martinique","14.2",""
"0","Forest","0","Above-ground biomass","2010","5293301","Marshall Islands","3.63",""
"0","Forest","0","Above-ground biomass","2010","139","Malta","0.1",""
"0","Forest","0","Above-ground biomass","2010","68","Mali","468.32",""
"0","Forest","0","Above-ground biomass","2010","4921994","Micronesia (Federated States of)","32.09",""
"0","Forest","0","Above-ground biomass","2010","176","Mexico","3591",""
"0","Forest","0","Above-ground biomass","2010","24","Mauritius","3.94",""
"0","Forest","0","Above-ground biomass","2010","69","Mauritania","12.1",""
"0","Forest","0","Above-ground biomass","2010","164","Lithuania","247.9",""
"0","Forest","0","Above-ground biomass","2010","138","Liechtenstein","0.82",""
"0","Forest","0","Above-ground biomass","2010","58","Libyan Arab Jamahiriya","10.69",""
"0","Forest","0","Above-ground biomass","2010","78","Liberia","1003.68",""
"0","Forest","0","Above-ground biomass","2010","83","Malaysia","5511",""
"0","Forest","0","Above-ground biomass","2010","15","Malawi","246",""
"0","Forest","0","Above-ground biomass","2010","23","Madagascar","2790",""
"0","Forest","0","Above-ground biomass","2010","131","Luxembourg","17.47",""
"0","Forest","0","Above-ground biomass","2010","115","New Caledonia","106.13",""
"0","Forest","0","Above-ground biomass","2010","124","New Zealand","2075",""
"0","Forest","0","Above-ground biomass","2010","35","Nepal","718",""
"0","Forest","0","Above-ground biomass","2010","140","Netherlands","46",""
"0","Forest","0","Above-ground biomass","2010","1","Nigeria","1861",""
"0","Forest","0","Above-ground biomass","2010","5293394","Northern Mariana Islands","4.788",""
"0","Forest","0","Above-ground biomass","2010","177","Nicaragua","599.3",""
"0","Forest","0","Above-ground biomass","2010","70","Niger","61",""
"0","Forest","0","Above-ground biomass","2010","643000290","Montenegro","49.33",""
"0","Forest","0","Above-ground biomass","2010","57","Morocco","363",""
"0","Forest","0","Above-ground biomass","2010","7655168","Monaco","0",""
"0","Forest","0","Above-ground biomass","2010","107","Mongolia","999.8",""
"0","Forest","0","Above-ground biomass","2010","17","Namibia","352.2",""
"0","Forest","0","Above-ground biomass","2010","5293372","Nauru","0",""
"0","Forest","0","Above-ground biomass","2010","16","Mozambique","2698",""
"0","Forest","0","Above-ground biomass","2010","40","Myanmar","2931",""
"0","Forest","0","Above-ground biomass","2010","118","Papua New Guinea","4089",""
