"FRA categories (code)","FRA categories","Year","Country (code)","Country","Value","Flag"
"2","Reforestation","2005","134","Germany","25000",""
"2","Reforestation","2005","76","Ghana","20000",""
"2","Reforestation","2005","7655146","Gibraltar","0",""
"2","Reforestation","2005","188","Grenada","0",""
"2","Reforestation","2005","73","Kenya","5675",""
"2","Reforestation","2005","161","Kazakhstan","12200",""
"2","Reforestation","2005","163","Latvia","11301",""
"2","Reforestation","2005","162","Kyrgyzstan","2934",""
"2","Reforestation","2005","78","Liberia","0",""
"2","Reforestation","2005","94","Lebanon","0",""
"2","Reforestation","2005","23","Madagascar","0",""
"2","Reforestation","2005","164","Lithuania","8260",""
"2","Reforestation","2005","82","Indonesia","153941.4",""
"2","Reforestation","2005","33","India","1480000",""
"2","Reforestation","2005","91","Israel","350",""
"2","Reforestation","2005","136","Ireland","9070",""
"2","Reforestation","2005","191","Jamaica","187",""
"2","Reforestation","2005","137","Italy","3000",""
"2","Reforestation","2005","92","Jordan","33",""
"2","Reforestation","2005","103","Japan","29648",""
"2","Reforestation","2000","212","Peru","29929",""
"2","Reforestation","2000","84","Philippines","33846",""
"2","Reforestation","2000","126","Norway","17823",""
"2","Reforestation","2000","211","Paraguay","1350",""
"2","Reforestation","2000","70","Niger","2250",""
"2","Reforestation","2000","1","Nigeria","3400",""
"2","Reforestation","2000","5293372","Nauru","0",""
"2","Reforestation","2000","124","New Zealand","34000",""
"2","Reforestation","2000","16","Mozambique","0",""
"2","Reforestation","2000","40","Myanmar","30468",""
"2","Reforestation","2000","107","Mongolia","7138",""
"2","Reforestation","2000","193","Montserrat","0",""
"2","Reforestation","2000","176","Mexico","177800",""
"2","Reforestation","2000","7655168","Monaco","0",""
"2","Reforestation","2000","24","Mauritius","136",""
"2","Reforestation","2000","7661379","Mayotte","0",""
"2","Reforestation","2000","46","Somalia","0",""
"2","Reforestation","2000","120","Solomon Islands","1000",""
"2","Reforestation","2000","154","Slovenia","728",""
"2","Reforestation","2000","153","Slovakia","11758",""
"2","Reforestation","2000","85","Singapore","0",""
"2","Reforestation","2000","2","Sierra Leone","0",""
"2","Reforestation","2000","71","Senegal","5431",""
"2","Reforestation","2000","7655310","San Marino","0",""
"2","Reforestation","2000","643000373","Saint-Barth?lemy","0",""
"2","Reforestation","2000","195","Saint Kitts and Nevis","0",""
"2","Reforestation","2000","25","R?union","45",""
"2","Reforestation","2000","166","Russian Federation","1697760",""
"2","Reforestation","2000","152","Romania","11837",""
"2","Reforestation","2000","106","Republic of Korea","21019",""
"2","Reforestation","2000","96","Qatar","0",""
"2","Reforestation","2000","150","Poland","42297",""
"2","Reforestation","2000","642354615","Tokelau","0",""
"2","Reforestation","2000","199","Trinidad and Tobago","579",""
"2","Reforestation","2000","54","Tunisia","1400",""
"2","Reforestation","2000","99","Turkey","18611",""
"2","Reforestation","2000","41","Thailand","18056",""
"2","Reforestation","2000","151","The former Yugoslav Republic of Macedonia","1840.5",""
"2","Reforestation","2000","7655420","Timor-Leste","104",""
"2","Reforestation","2000","3","Togo","1000",""
"2","Reforestation","2000","128","Sweden","122852",""
"2","Reforestation","2000","142","Switzerland","692",""
"2","Reforestation","2000","98","Syrian Arab Republic","5",""
"2","Reforestation","2000","167","Tajikistan","200",""
"2","Reforestation","2000","28","South Africa","60900.6",""
"2","Reforestation","2000","50","Spain","8165.41",""
"2","Reforestation","2000","74","Sudan","21008",""
"2","Reforestation","2000","643000374","Svalbard and Jan Mayen Islands","0",""
"2","Reforestation","2005","215","Argentina","4095",""
"2","Reforestation","2005","13","Angola","0",""
"2","Reforestation","2005","157","Azerbaijan","3800",""
"2","Reforestation","2005","156","Armenia","2000",""
"2","Reforestation","2000","21","Zimbabwe","5642",""
"2","Reforestation","2000","101","Yemen","0",""
"2","Reforestation","2005","45","Algeria","8500",""
"2","Reforestation","2005","144","Albania","215.3",""
"2","Reforestation","2000","217","Uruguay","19320",""
"2","Reforestation","2000","200","United States of America","804226",""
"2","Reforestation","2000","79","Viet Nam","209540",""
"2","Reforestation","2000","170","Uzbekistan","15500",""
"2","Reforestation","2000","169","Ukraine","32296",""
"2","Reforestation","2000","56","Uganda","810",""
"2","Reforestation","2000","143","United Kingdom","13900",""
"2","Reforestation","2000","100","United Arab Emirates","0",""
"2","Reforestation","2000","32","Bhutan","133.24",""
"2","Reforestation","2000","55","Benin","400",""
"2","Reforestation","2000","158","Belarus","27758",""
"2","Reforestation","2000","180","Bahamas","0",""
"2","Reforestation","2000","4","Burundi","0",""
"2","Reforestation","2000","146","Bulgaria","4065",""
"2","Reforestation","2000","81","Brunei Darussalam","400",""
"2","Reforestation","2000","206","Brazil","119404",""
"2","Reforestation","2000","216","Chile","54041",""
"2","Reforestation","2000","65","Chad","300",""
"2","Reforestation","2000","6","Central African Republic","150",""
"2","Reforestation","2000","38","Cambodia","732",""
"2","Reforestation","2000","7","Congo","235",""
"2","Reforestation","2000","22","Comoros","50",""
"2","Reforestation","2000","207","Colombia","14120.64",""
"2","Reforestation","2000","102","China","630000",""
"2","Reforestation","2000","88","Cyprus","60",""
"2","Reforestation","2000","148","Czech Republic","24277",""
"2","Reforestation","2000","172","Costa Rica","2830",""
"2","Reforestation","2000","147","Croatia","5306.41",""
"2","Reforestation","2000","187","Dominican Republic","4705",""
"2","Reforestation","2000","8","Equatorial Guinea","0",""
"2","Reforestation","2000","75","C?te d'Ivoire","17785",""
"2","Reforestation","2000","132","Denmark","5027",""
"2","Reforestation","2000","7653870","Falkland Islands","0",""
"2","Reforestation","2000","111","Fiji","2267",""
"2","Reforestation","2000","62","Eritrea","0",""
"2","Reforestation","2000","159","Estonia","9223",""
"2","Reforestation","2000","112","French Polynesia","10",""
"2","Reforestation","2000","9","Gabon","0",""
"2","Reforestation","2000","125","Finland","112460",""
"2","Reforestation","2000","209","French Guiana","0",""
"2","Reforestation","2000","76","Ghana","20000",""
"2","Reforestation","2000","134","Germany","25000",""
"2","Reforestation","2000","188","Grenada","0",""
"2","Reforestation","2000","7655146","Gibraltar","0",""
"2","Reforestation","2000","77","Guinea","0",""
"2","Reforestation","2000","174","Guatemala","9040",""
"2","Reforestation","2000","190","Haiti","800",""
"2","Reforestation","2000","210","Guyana","0",""
"2","Reforestation","2000","149","Hungary","20423",""
"2","Reforestation","2000","7657948","Holy See","0",""
"2","Reforestation","2000","33","India","1500000",""
"2","Reforestation","2000","127","Iceland","0",""
"2","Reforestation","2000","136","Ireland","8790",""
"2","Reforestation","2000","82","Indonesia","33029.4",""
"2","Reforestation","2000","137","Italy","3300",""
"2","Reforestation","2000","91","Israel","800",""
"2","Reforestation","2000","191","Jamaica","239",""
"2","Reforestation","2000","103","Japan","36351",""
"2","Reforestation","2000","92","Jordan","63",""
"2","Reforestation","2000","161","Kazakhstan","4300",""
"2","Reforestation","2000","73","Kenya","2490",""
"2","Reforestation","2000","162","Kyrgyzstan","3313",""
"2","Reforestation","2000","163","Latvia","8320",""
"2","Reforestation","2000","94","Lebanon","0",""
"2","Reforestation","2000","78","Liberia","166",""
"2","Reforestation","2000","164","Lithuania","7560",""
"2","Reforestation","2000","23","Madagascar","0",""
"2","Reforestation","2000","15","Malawi","1500",""
"2","Reforestation","2000","83","Malaysia","6839",""
"2","Reforestation","2000","34","Maldives","0",""
"2","Reforestation","2000","68","Mali","30000",""
"2","Reforestation","2000","69","Mauritania","0",""
"2","Reforestation","1990","7661379","Mayotte","17",""
"2","Reforestation","1990","24","Mauritius","64",""
"2","Reforestation","1990","69","Mauritania","0",""
"2","Reforestation","1990","68","Mali","5000",""
"2","Reforestation","1990","34","Maldives","0",""
"2","Reforestation","1990","83","Malaysia","989",""
"2","Reforestation","1990","23","Madagascar","0",""
"2","Reforestation","1990","78","Liberia","0",""
"2","Reforestation","1990","1","Nigeria","3400",""
"2","Reforestation","1990","124","New Zealand","22000",""
"2","Reforestation","1990","5293372","Nauru","0",""
"2","Reforestation","1990","40","Myanmar","28393",""
"2","Reforestation","1990","16","Mozambique","0",""
"2","Reforestation","1990","193","Montserrat","0",""
"2","Reforestation","1990","107","Mongolia","5996",""
"2","Reforestation","1990","7655168","Monaco","0",""
"2","Reforestation","1990","106","Republic of Korea","38235",""
"2","Reforestation","1990","152","Romania","19000",""
"2","Reforestation","1990","150","Poland","59086",""
"2","Reforestation","1990","96","Qatar","0",""
"2","Reforestation","1990","212","Peru","121189",""
"2","Reforestation","1990","84","Philippines","104176",""
"2","Reforestation","1990","126","Norway","28856",""
"2","Reforestation","1990","211","Paraguay","1350",""
"2","Reforestation","1990","85","Singapore","0",""
"2","Reforestation","1990","153","Slovakia","15500",""
"2","Reforestation","1990","71","Senegal","4375",""
"2","Reforestation","1990","2","Sierra Leone","47",""
"2","Reforestation","1990","643000373","Saint-Barth?lemy","0",""
"2","Reforestation","1990","7655310","San Marino","0",""
"2","Reforestation","1990","166","Russian Federation","1219850",""
"2","Reforestation","1990","195","Saint Kitts and Nevis","0",""
"2","Reforestation","1990","128","Sweden","241857",""
"2","Reforestation","1990","643000374","Svalbard and Jan Mayen Islands","0",""
"2","Reforestation","1990","98","Syrian Arab Republic","3",""
"2","Reforestation","1990","142","Switzerland","720",""
"2","Reforestation","1990","46","Somalia","0",""
"2","Reforestation","1990","120","Solomon Islands","1000",""
"2","Reforestation","1990","74","Sudan","11000",""
"2","Reforestation","1990","50","Spain","24576",""
"2","Reforestation","1990","199","Trinidad and Tobago","287",""
"2","Reforestation","1990","642354615","Tokelau","0",""
"2","Reforestation","1990","99","Turkey","30573",""
"2","Reforestation","1990","54","Tunisia","1400",""
"2","Reforestation","1990","41","Thailand","4780",""
"2","Reforestation","1990","167","Tajikistan","1500",""
"2","Reforestation","1990","3","Togo","800",""
"2","Reforestation","1990","151","The former Yugoslav Republic of Macedonia","3981",""
"2","Reforestation","1990","200","United States of America","890556",""
"2","Reforestation","1990","217","Uruguay","3100",""
"2","Reforestation","1990","170","Uzbekistan","12000",""
"2","Reforestation","1990","79","Viet Nam","116720",""
"2","Reforestation","1990","56","Uganda","1814",""
"2","Reforestation","1990","169","Ukraine","33942",""
"2","Reforestation","1990","100","United Arab Emirates","0",""
"2","Reforestation","1990","143","United Kingdom","15400",""
"2","Reforestation","2000","13","Angola","0",""
"2","Reforestation","2000","215","Argentina","9060",""
"2","Reforestation","2000","129","Austria","4000",""
"2","Reforestation","2000","157","Azerbaijan","2500",""
"2","Reforestation","1990","101","Yemen","0",""
"2","Reforestation","1990","21","Zimbabwe","3099",""
"2","Reforestation","2000","144","Albania","90.17",""
"2","Reforestation","2000","45","Algeria","6500",""
"2","Reforestation","1990","207","Colombia","5324.37",""
"2","Reforestation","1990","102","China","625900",""
"2","Reforestation","1990","7","Congo","14",""
"2","Reforestation","1990","22","Comoros","50",""
"2","Reforestation","1990","147","Croatia","6912.38",""
"2","Reforestation","1990","172","Costa Rica","10709",""
"2","Reforestation","1990","148","Czech Republic","32947",""
"2","Reforestation","1990","88","Cyprus","78",""
"2","Reforestation","1990","55","Benin","300",""
"2","Reforestation","1990","158","Belarus","27330",""
"2","Reforestation","1990","81","Brunei Darussalam","400",""
"2","Reforestation","1990","32","Bhutan","201.18",""
"2","Reforestation","1990","38","Cambodia","616",""
"2","Reforestation","1990","146","Bulgaria","20259",""
"2","Reforestation","1990","216","Chile","63691",""
"2","Reforestation","1990","65","Chad","300",""
"1","Natural expansion of forest","2005","170","Uzbekistan","8000",""
"1","Natural expansion of forest","2005","79","Viet Nam","543237",""
"1","Natural expansion of forest","2005","21","Zimbabwe","0",""
"2","Reforestation","1990","144","Albania","2897.2",""
"2","Reforestation","1990","45","Algeria","1500",""
"2","Reforestation","1990","215","Argentina","3900",""
"2","Reforestation","1990","129","Austria","8000",""
"2","Reforestation","1990","180","Bahamas","0",""
"1","Natural expansion of forest","2005","128","Sweden","272",""
"1","Natural expansion of forest","2005","142","Switzerland","4552",""
"1","Natural expansion of forest","2005","642354615","Tokelau","0",""
"1","Natural expansion of forest","2005","121","Tonga","0.1",""
"1","Natural expansion of forest","2005","54","Tunisia","0",""
"1","Natural expansion of forest","2005","100","United Arab Emirates","0",""
"1","Natural expansion of forest","2005","143","United Kingdom","800",""
"1","Natural expansion of forest","2005","200","United States of America","283324",""
"2","Reforestation","1990","92","Jordan","10",""
"2","Reforestation","1990","103","Japan","66050",""
"2","Reforestation","1990","191","Jamaica","160",""
"2","Reforestation","1990","137","Italy","4400",""
"2","Reforestation","1990","94","Lebanon","0",""
"2","Reforestation","1990","163","Latvia","6143",""
"2","Reforestation","1990","162","Kyrgyzstan","3029",""
"2","Reforestation","1990","73","Kenya","1588",""
"2","Reforestation","1990","127","Iceland","0",""
"2","Reforestation","1990","149","Hungary","22219",""
"2","Reforestation","1990","7657948","Holy See","0",""
"2","Reforestation","1990","190","Haiti","800",""
"2","Reforestation","1990","91","Israel","800",""
"2","Reforestation","1990","136","Ireland","4080",""
"2","Reforestation","1990","82","Indonesia","60675.4",""
"2","Reforestation","1990","33","India","1688600",""
"2","Reforestation","1990","134","Germany","30000",""
"2","Reforestation","1990","7655146","Gibraltar","0",""
"2","Reforestation","1990","209","French Guiana","0",""
"2","Reforestation","1990","9","Gabon","0",""
"2","Reforestation","1990","77","Guinea","0",""
"2","Reforestation","1990","210","Guyana","0",""
"2","Reforestation","1990","188","Grenada","0",""
"2","Reforestation","1990","174","Guatemala","5500",""
"2","Reforestation","1990","187","Dominican Republic","2360",""
"2","Reforestation","1990","8","Equatorial Guinea","0",""
"2","Reforestation","1990","75","C?te d'Ivoire","3607",""
"2","Reforestation","1990","132","Denmark","11812",""
"2","Reforestation","1990","125","Finland","127200",""
"2","Reforestation","1990","133","France","20800",""
"2","Reforestation","1990","7653870","Falkland Islands","0",""
"2","Reforestation","1990","111","Fiji","3607",""
"1","Natural expansion of forest","2005","134","Germany","2000",""
"1","Natural expansion of forest","2005","160","Georgia","190.1",""
"1","Natural expansion of forest","2005","189","Guadeloupe","0",""
"1","Natural expansion of forest","2005","7655146","Gibraltar","0",""
"1","Natural expansion of forest","2005","125","Finland","600",""
"1","Natural expansion of forest","2005","7653870","Falkland Islands","0",""
"1","Natural expansion of forest","2005","66","Gambia","0",""
"1","Natural expansion of forest","2005","209","French Guiana","0",""
"1","Natural expansion of forest","2005","53","Egypt","0",""
"1","Natural expansion of forest","2005","132","Denmark","91",""
"1","Natural expansion of forest","2005","159","Estonia","2634",""
"1","Natural expansion of forest","2005","62","Eritrea","78",""
"1","Natural expansion of forest","2005","4","Burundi","0",""
"1","Natural expansion of forest","2005","146","Bulgaria","37267",""
"1","Natural expansion of forest","2005","172","Costa Rica","33983",""
"1","Natural expansion of forest","2005","102","China","1367900",""
"1","Natural expansion of forest","2005","45","Algeria","0",""
"1","Natural expansion of forest","2005","158","Belarus","6572",""
"1","Natural expansion of forest","2005","130","Belgium","210",""
"1","Natural expansion of forest","2005","55","Benin","0",""
"1","Natural expansion of forest","2000","200","United States of America","190333",""
"1","Natural expansion of forest","2000","170","Uzbekistan","6.5",""
"1","Natural expansion of forest","2000","79","Viet Nam","56839",""
"1","Natural expansion of forest","2000","21","Zimbabwe","0",""
"1","Natural expansion of forest","2000","642354615","Tokelau","0",""
"1","Natural expansion of forest","2000","54","Tunisia","0",""
"1","Natural expansion of forest","2000","100","United Arab Emirates","0",""
"1","Natural expansion of forest","2000","143","United Kingdom","1000",""
"1","Natural expansion of forest","2000","74","Sudan","85340",""
"1","Natural expansion of forest","2000","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Natural expansion of forest","2000","128","Sweden","9600",""
"1","Natural expansion of forest","2000","142","Switzerland","4552",""
"1","Natural expansion of forest","2005","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Natural expansion of forest","2005","74","Sudan","85340",""
"1","Natural expansion of forest","2005","50","Spain","26339.01",""
"1","Natural expansion of forest","2005","120","Solomon Islands","0",""
"1","Natural expansion of forest","2005","154","Slovenia","1890",""
"1","Natural expansion of forest","2005","85","Singapore","0",""
"1","Natural expansion of forest","2005","71","Senegal","7757",""
"1","Natural expansion of forest","2005","7655310","San Marino","0",""
"1","Natural expansion of forest","2005","643000373","Saint-Barth?lemy","0",""
"1","Natural expansion of forest","2005","25","R?union","500",""
"1","Natural expansion of forest","2005","166","Russian Federation","58320",""
"1","Natural expansion of forest","2005","96","Qatar","0",""
"1","Natural expansion of forest","2005","150","Poland","358",""
"1","Natural expansion of forest","2005","1","Nigeria","0",""
"1","Natural expansion of forest","2005","70","Niger","0",""
"1","Natural expansion of forest","2005","5293372","Nauru","0",""
"1","Natural expansion of forest","2005","193","Montserrat","0",""
"1","Natural expansion of forest","2005","57","Morocco","0",""
"1","Natural expansion of forest","2005","7661379","Mayotte","0",""
"1","Natural expansion of forest","2005","7655168","Monaco","0",""
"1","Natural expansion of forest","2005","69","Mauritania","0",""
"1","Natural expansion of forest","2005","24","Mauritius","0",""
"1","Natural expansion of forest","2005","23","Madagascar","0",""
"1","Natural expansion of forest","2005","68","Mali","0",""
"1","Natural expansion of forest","2005","163","Latvia","6632",""
"1","Natural expansion of forest","2005","164","Lithuania","5420",""
"1","Natural expansion of forest","2005","137","Italy","70531",""
"1","Natural expansion of forest","2005","191","Jamaica","62",""
"1","Natural expansion of forest","2005","136","Ireland","250",""
"1","Natural expansion of forest","2005","91","Israel","12",""
"1","Natural expansion of forest","2005","77","Guinea","0",""
"1","Natural expansion of forest","2005","7657948","Holy See","0",""
"1","Natural expansion of forest","1990","21","Zimbabwe","0",""
"1","Natural expansion of forest","2000","45","Algeria","0",""
"1","Natural expansion of forest","2000","215","Argentina","11378",""
"1","Natural expansion of forest","2000","129","Austria","8000",""
"1","Natural expansion of forest","2000","158","Belarus","5378",""
"1","Natural expansion of forest","2000","55","Benin","0",""
"1","Natural expansion of forest","2000","146","Bulgaria","12102",""
"1","Natural expansion of forest","2000","4","Burundi","0",""
"1","Natural expansion of forest","2000","102","China","1319700",""
"1","Natural expansion of forest","2000","132","Denmark","103",""
"1","Natural expansion of forest","2000","53","Egypt","0",""
"1","Natural expansion of forest","2000","62","Eritrea","16173",""
"1","Natural expansion of forest","2000","159","Estonia","2623",""
"1","Natural expansion of forest","2000","7653870","Falkland Islands","0",""
"1","Natural expansion of forest","2000","125","Finland","1800",""
"1","Natural expansion of forest","2000","209","French Guiana","0",""
"1","Natural expansion of forest","1990","7655310","San Marino","0",""
"1","Natural expansion of forest","1990","643000373","Saint-Barth?lemy","0",""
"1","Natural expansion of forest","1990","85","Singapore","0",""
"1","Natural expansion of forest","1990","71","Senegal","3625",""
"1","Natural expansion of forest","1990","74","Sudan","85340",""
"1","Natural expansion of forest","1990","120","Solomon Islands","0",""
"1","Natural expansion of forest","1990","128","Sweden","1000",""
"1","Natural expansion of forest","1990","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Natural expansion of forest","1990","642354615","Tokelau","0",""
"1","Natural expansion of forest","1990","142","Switzerland","3666",""
"1","Natural expansion of forest","1990","100","United Arab Emirates","0",""
"1","Natural expansion of forest","1990","54","Tunisia","0",""
"1","Natural expansion of forest","1990","200","United States of America","131752",""
"1","Natural expansion of forest","1990","143","United Kingdom","0",""
"1","Natural expansion of forest","1990","79","Viet Nam","5720",""
"1","Natural expansion of forest","1990","170","Uzbekistan","3000",""
"1","Natural expansion of forest","2000","193","Montserrat","0",""
"1","Natural expansion of forest","2000","57","Morocco","0",""
"1","Natural expansion of forest","2000","7661379","Mayotte","0",""
"1","Natural expansion of forest","2000","7655168","Monaco","0",""
"1","Natural expansion of forest","2000","1","Nigeria","0",""
"1","Natural expansion of forest","2000","96","Qatar","0",""
"1","Natural expansion of forest","2000","5293372","Nauru","0",""
"1","Natural expansion of forest","2000","70","Niger","0",""
"1","Natural expansion of forest","2000","7655310","San Marino","0",""
"1","Natural expansion of forest","2000","71","Senegal","2355",""
"1","Natural expansion of forest","2000","166","Russian Federation","43250",""
"1","Natural expansion of forest","2000","643000373","Saint-Barth?lemy","0",""
"1","Natural expansion of forest","2000","120","Solomon Islands","0",""
"1","Natural expansion of forest","2000","50","Spain","167627.05",""
"1","Natural expansion of forest","2000","85","Singapore","0",""
"1","Natural expansion of forest","2000","154","Slovenia","5071",""
"1","Natural expansion of forest","2000","189","Guadeloupe","0",""
"1","Natural expansion of forest","2000","7655146","Gibraltar","0",""
"1","Natural expansion of forest","2000","134","Germany","2000",""
"1","Natural expansion of forest","2000","66","Gambia","0",""
"1","Natural expansion of forest","2000","91","Israel","10",""
"1","Natural expansion of forest","2000","136","Ireland","250",""
"1","Natural expansion of forest","2000","7657948","Holy See","0",""
"1","Natural expansion of forest","2000","77","Guinea","0",""
"1","Natural expansion of forest","2000","164","Lithuania","6320",""
"1","Natural expansion of forest","2000","163","Latvia","6632",""
"1","Natural expansion of forest","2000","191","Jamaica","62",""
"1","Natural expansion of forest","2000","137","Italy","66062",""
"1","Natural expansion of forest","2000","24","Mauritius","0",""
"1","Natural expansion of forest","2000","69","Mauritania","0",""
"1","Natural expansion of forest","2000","68","Mali","0",""
"1","Natural expansion of forest","2000","23","Madagascar","0",""
"0","Afforestation","2005","56","Uganda","0",""
"0","Afforestation","2005","169","Ukraine","12520",""
"0","Afforestation","2005","100","United Arab Emirates","650",""
"0","Afforestation","2005","143","United Kingdom","9400",""
"0","Afforestation","2005","121","Tonga","63",""
"0","Afforestation","2005","199","Trinidad and Tobago","0",""
"0","Afforestation","2005","54","Tunisia","16700",""
"0","Afforestation","2005","99","Turkey","87300",""
"0","Afforestation","2005","79","Viet Nam","138920",""
"0","Afforestation","2005","101","Yemen","0",""
"0","Afforestation","2005","20","Zambia","0",""
"0","Afforestation","2005","21","Zimbabwe","0",""
"0","Afforestation","2005","200","United States of America","121532",""
"0","Afforestation","2005","217","Uruguay","0",""
"0","Afforestation","2005","170","Uzbekistan","22000",""
"0","Afforestation","2005","214","Venezuela (Bolivarian Republic of)","16348",""
"0","Afforestation","2005","74","Sudan","25630",""
"0","Afforestation","2005","50","Spain","30461.04",""
"0","Afforestation","2005","643000374","Svalbard and Jan Mayen Islands","0",""
"0","Afforestation","2005","213","Suriname","0",""
"0","Afforestation","2005","120","Solomon Islands","0",""
"0","Afforestation","2005","154","Slovenia","0",""
"0","Afforestation","2005","28","South Africa","2724.75",""
"0","Afforestation","2005","46","Somalia","0",""
"0","Afforestation","2005","7655420","Timor-Leste","28",""
"0","Afforestation","2005","41","Thailand","8288",""
"0","Afforestation","2005","642354615","Tokelau","0",""
"0","Afforestation","2005","3","Togo","0",""
"0","Afforestation","2005","142","Switzerland","75",""
"0","Afforestation","2005","128","Sweden","698",""
"0","Afforestation","2005","167","Tajikistan","300",""
"0","Afforestation","2005","98","Syrian Arab Republic","12600",""
"1","Natural expansion of forest","1990","68","Mali","0",""
"1","Natural expansion of forest","1990","69","Mauritania","0",""
"1","Natural expansion of forest","1990","163","Latvia","4724",""
"1","Natural expansion of forest","1990","23","Madagascar","0",""
"1","Natural expansion of forest","1990","91","Israel","8",""
"1","Natural expansion of forest","1990","191","Jamaica","62",""
"1","Natural expansion of forest","1990","7657948","Holy See","0",""
"1","Natural expansion of forest","1990","136","Ireland","250",""
"1","Natural expansion of forest","1990","1","Nigeria","0",""
"1","Natural expansion of forest","1990","96","Qatar","0",""
"1","Natural expansion of forest","1990","57","Morocco","0",""
"1","Natural expansion of forest","1990","5293372","Nauru","0",""
"1","Natural expansion of forest","1990","7655168","Monaco","0",""
"1","Natural expansion of forest","1990","193","Montserrat","0",""
"1","Natural expansion of forest","1990","24","Mauritius","0",""
"1","Natural expansion of forest","1990","7661379","Mayotte","0",""
"1","Natural expansion of forest","1990","7653870","Falkland Islands","0",""
"1","Natural expansion of forest","1990","53","Egypt","0",""
"1","Natural expansion of forest","1990","102","China","1319700",""
"1","Natural expansion of forest","1990","4","Burundi","0",""
"1","Natural expansion of forest","1990","55","Benin","0",""
"1","Natural expansion of forest","1990","158","Belarus","3113",""
"1","Natural expansion of forest","1990","129","Austria","11000",""
"1","Natural expansion of forest","1990","45","Algeria","0",""
"1","Natural expansion of forest","1990","77","Guinea","0",""
"1","Natural expansion of forest","1990","189","Guadeloupe","0",""
"1","Natural expansion of forest","1990","7655146","Gibraltar","0",""
"1","Natural expansion of forest","1990","134","Germany","4000",""
"1","Natural expansion of forest","1990","66","Gambia","0",""
"1","Natural expansion of forest","1990","209","French Guiana","0",""
"1","Natural expansion of forest","1990","133","France","54800",""
"1","Natural expansion of forest","1990","125","Finland","2000",""
"0","Afforestation","2005","1","Nigeria","0",""
"0","Afforestation","2005","126","Norway","173",""
"0","Afforestation","2005","178","Panama","2885",""
"0","Afforestation","2005","150","Poland","16453",""
"0","Afforestation","2005","115","New Caledonia","38.6",""
"0","Afforestation","2005","124","New Zealand","8000",""
"0","Afforestation","2005","177","Nicaragua","1187.16",""
"0","Afforestation","2005","70","Niger","12750",""
"0","Afforestation","2005","16","Mozambique","3481",""
"0","Afforestation","2005","17","Namibia","25",""
"0","Afforestation","2005","5293372","Nauru","0",""
"0","Afforestation","2005","140","Netherlands","1000",""
"0","Afforestation","2005","7655168","Monaco","0",""
"0","Afforestation","2005","107","Mongolia","209",""
"0","Afforestation","2005","193","Montserrat","0",""
"0","Afforestation","2005","57","Morocco","8500",""
"0","Afforestation","2005","2","Sierra Leone","673",""
"0","Afforestation","2005","155","Serbia","1056",""
"0","Afforestation","2005","153","Slovakia","18.4",""
"0","Afforestation","2005","85","Singapore","0",""
"0","Afforestation","2005","7655310","San Marino","0",""
"0","Afforestation","2005","643000373","Saint-Barth?lemy","0",""
