"Forest/Other wooded land (code)","Forest/Other wooded land","FRA categories (code)","FRA categories","Year","Country (code)","Country","Value","Flag"
"1","Other wooded land","5","Soil carbon","2010","54","Tunisia","9.3",""
"1","Other wooded land","5","Soil carbon","2010","99","Turkey","352.517",""
"1","Other wooded land","5","Soil carbon","2010","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","5","Soil carbon","2010","4921972","Tuvalu","0",""
"1","Other wooded land","5","Soil carbon","2010","56","Uganda","219.9",""
"1","Other wooded land","5","Soil carbon","2010","143","United Kingdom","3",""
"1","Other wooded land","5","Soil carbon","2010","19","United Republic of Tanzania","546",""
"1","Other wooded land","5","Soil carbon","2010","4054","Western Sahara","0",""
"1","Other wooded land","5","Soil carbon","2010","101","Yemen","49.21",""
"1","Other wooded land","5","Soil carbon","2010","20","Zambia","285.53",""
"1","Other wooded land","5","Soil carbon","2010","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","5","Soil carbon","2010","74","Sudan","1758",""
"1","Other wooded land","5","Soil carbon","2010","28","South Africa","1547.2",""
"1","Other wooded land","5","Soil carbon","2010","154","Slovenia","2.2",""
"1","Other wooded land","5","Soil carbon","2010","85","Singapore","0",""
"1","Other wooded land","5","Soil carbon","2010","2","Sierra Leone","8.88",""
"1","Other wooded land","5","Soil carbon","2010","97","Saudi Arabia","41.11",""
"1","Other wooded land","5","Soil carbon","2010","7655310","San Marino","0",""
"1","Other wooded land","5","Soil carbon","2010","199","Trinidad and Tobago","3.93",""
"1","Other wooded land","5","Soil carbon","2010","121","Tonga","0",""
"1","Other wooded land","5","Soil carbon","2010","642354615","Tokelau","0",""
"1","Other wooded land","5","Soil carbon","2010","7655420","Timor-Leste","0",""
"1","Other wooded land","5","Soil carbon","2010","167","Tajikistan","3.5",""
"1","Other wooded land","5","Soil carbon","2010","142","Switzerland","6",""
"1","Other wooded land","5","Soil carbon","2010","128","Sweden","329.9",""
"1","Other wooded land","5","Soil carbon","2010","29","Swaziland","8.1",""
"1","Other wooded land","5","Soil carbon","2010","5294032","Palau","0",""
"1","Other wooded land","5","Soil carbon","2010","84","Philippines","658.33",""
"1","Other wooded land","5","Soil carbon","2010","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","5","Soil carbon","2010","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","5","Soil carbon","2010","116","Niue","0",""
"1","Other wooded land","5","Soil carbon","2010","643000372","Norfolk Island","0",""
"1","Other wooded land","5","Soil carbon","2010","140","Netherlands","0",""
"1","Other wooded land","5","Soil carbon","2010","70","Niger","120",""
"1","Other wooded land","5","Soil carbon","2010","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","5","Soil carbon","2010","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","5","Soil carbon","2010","25","R?union","0.2",""
"1","Other wooded land","5","Soil carbon","2010","196","Saint Lucia","0",""
"1","Other wooded land","5","Soil carbon","2010","166","Russian Federation","2000",""
"1","Other wooded land","5","Soil carbon","2010","10","Rwanda","2.867",""
"1","Other wooded land","5","Soil carbon","2010","150","Poland","0",""
"1","Other wooded land","5","Soil carbon","2010","106","Republic of Korea","0",""
"1","Other wooded land","5","Soil carbon","2010","139","Malta","0",""
"1","Other wooded land","5","Soil carbon","2010","68","Mali","288",""
"1","Other wooded land","5","Soil carbon","2010","69","Mauritania","94.9",""
"1","Other wooded land","5","Soil carbon","2010","5293301","Marshall Islands","0",""
"1","Other wooded land","5","Soil carbon","2010","164","Lithuania","6",""
"1","Other wooded land","5","Soil carbon","2010","27","Lesotho","3.3",""
"1","Other wooded land","5","Soil carbon","2010","34","Maldives","0",""
"1","Other wooded land","5","Soil carbon","2010","23","Madagascar","737",""
"1","Other wooded land","5","Soil carbon","2010","16","Mozambique","452",""
"1","Other wooded land","5","Soil carbon","2010","57","Morocco","22",""
"1","Other wooded land","5","Soil carbon","2010","5293372","Nauru","0",""
"1","Other wooded land","5","Soil carbon","2010","17","Namibia","256.99",""
"1","Other wooded land","5","Soil carbon","2010","176","Mexico","576",""
"1","Other wooded land","5","Soil carbon","2010","24","Mauritius","0.85",""
"1","Other wooded land","5","Soil carbon","2010","7655168","Monaco","0",""
"1","Other wooded land","5","Soil carbon","2010","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","5","Soil carbon","2010","7657948","Holy See","0",""
"1","Other wooded land","5","Soil carbon","2010","149","Hungary","0",""
"1","Other wooded land","5","Soil carbon","2010","127","Iceland","7.057",""
"1","Other wooded land","5","Soil carbon","2010","7655849","Isle of Man","0",""
"1","Other wooded land","5","Soil carbon","2010","189","Guadeloupe","0.002",""
"1","Other wooded land","5","Soil carbon","2010","113","Guam","0",""
"1","Other wooded land","5","Soil carbon","2010","643000370","Guernsey","0",""
"1","Other wooded land","5","Soil carbon","2010","67","Guinea-Bissau","10.8",""
"1","Other wooded land","5","Soil carbon","2010","114","Kiribati","0",""
"1","Other wooded land","5","Soil carbon","2010","93","Kuwait","0",""
"1","Other wooded land","5","Soil carbon","2010","163","Latvia","6.78",""
"1","Other wooded land","5","Soil carbon","2010","94","Lebanon","3.944",""
"1","Other wooded land","5","Soil carbon","2010","137","Italy","156",""
"1","Other wooded land","5","Soil carbon","2010","191","Jamaica","17.62",""
"1","Other wooded land","5","Soil carbon","2010","643000371","Jersey","0",""
"1","Other wooded land","5","Soil carbon","2010","73","Kenya","1862.2",""
"1","Other wooded land","5","Soil carbon","2010","60","Ethiopia","2902",""
"1","Other wooded land","5","Soil carbon","2010","7653870","Falkland Islands","0",""
"1","Other wooded land","5","Soil carbon","2010","53","Egypt","0.62",""
"1","Other wooded land","5","Soil carbon","2010","159","Estonia","20.743",""
"1","Other wooded land","5","Soil carbon","2010","66","Gambia","3.19",""
"1","Other wooded land","5","Soil carbon","2010","7655146","Gibraltar","0",""
"1","Other wooded land","5","Soil carbon","2010","125","Finland","453",""
"1","Other wooded land","5","Soil carbon","2010","209","French Guiana","0",""
"1","Other wooded land","5","Soil carbon","2010","65","Chad","336",""
"1","Other wooded land","5","Soil carbon","2010","7","Congo","494",""
"1","Other wooded land","5","Soil carbon","2010","5","Cameroon","826",""
"1","Other wooded land","5","Soil carbon","2010","184","Cayman Islands","0",""
"1","Other wooded land","5","Soil carbon","2010","148","Czech Republic","0",""
"1","Other wooded land","5","Soil carbon","2010","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","5","Soil carbon","2010","110","Cook Islands","0",""
"1","Other wooded land","5","Soil carbon","2010","88","Cyprus","4.812",""
"1","Other wooded land","5","Soil carbon","2010","55","Benin","187.8",""
"1","Other wooded land","5","Soil carbon","2010","7656243","Aruba","0",""
"1","Other wooded land","5","Soil carbon","2010","215","Argentina","2336",""
"1","Other wooded land","5","Soil carbon","2010","7656221","Anguilla","0",""
"1","Other wooded land","5","Soil carbon","2010","63","Burkina Faso","175",""
"1","Other wooded land","5","Soil carbon","2010","146","Bulgaria","0",""
"1","Other wooded land","5","Soil carbon","2010","81","Brunei Darussalam","2.55",""
"1","Other wooded land","5","Soil carbon","2010","182","Bermuda","0",""
"1","Other wooded land","5","Soil carbon","2005","101","Yemen","49.21",""
"1","Other wooded land","5","Soil carbon","2005","4054","Western Sahara","0",""
"1","Other wooded land","5","Soil carbon","2005","19","United Republic of Tanzania","623",""
"1","Other wooded land","5","Soil carbon","2005","143","United Kingdom","3",""
"1","Other wooded land","5","Soil carbon","2010","109","American Samoa","0",""
"1","Other wooded land","5","Soil carbon","2010","45","Algeria","4",""
"1","Other wooded land","5","Soil carbon","2010","144","Albania","23.2",""
"1","Other wooded land","5","Soil carbon","2005","20","Zambia","283.97",""
"1","Other wooded land","5","Soil carbon","2005","642354615","Tokelau","0",""
"1","Other wooded land","5","Soil carbon","2005","121","Tonga","0",""
"1","Other wooded land","5","Soil carbon","2005","199","Trinidad and Tobago","3.72",""
"1","Other wooded land","5","Soil carbon","2005","54","Tunisia","9.5",""
"1","Other wooded land","5","Soil carbon","2005","99","Turkey","358.166",""
"1","Other wooded land","5","Soil carbon","2005","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","5","Soil carbon","2005","4921972","Tuvalu","0",""
"1","Other wooded land","5","Soil carbon","2005","56","Uganda","187.2",""
"1","Other wooded land","5","Soil carbon","2005","28","South Africa","1547.2",""
"1","Other wooded land","5","Soil carbon","2005","74","Sudan","1827",""
"1","Other wooded land","5","Soil carbon","2005","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","5","Soil carbon","2005","29","Swaziland","6.8",""
"1","Other wooded land","5","Soil carbon","2005","128","Sweden","329.9",""
"1","Other wooded land","5","Soil carbon","2005","142","Switzerland","5.43",""
"1","Other wooded land","5","Soil carbon","2005","167","Tajikistan","3",""
"1","Other wooded land","5","Soil carbon","2005","7655420","Timor-Leste","0",""
"1","Other wooded land","5","Soil carbon","2005","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","5","Soil carbon","2005","196","Saint Lucia","0",""
"1","Other wooded land","5","Soil carbon","2005","7655310","San Marino","0",""
"1","Other wooded land","5","Soil carbon","2005","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","5","Soil carbon","2005","2","Sierra Leone","14.76",""
"1","Other wooded land","5","Soil carbon","2005","97","Saudi Arabia","41.11",""
"1","Other wooded land","5","Soil carbon","2005","154","Slovenia","3",""
"1","Other wooded land","5","Soil carbon","2005","85","Singapore","0",""
"1","Other wooded land","5","Soil carbon","2005","5294032","Palau","0",""
"1","Other wooded land","5","Soil carbon","2005","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","5","Soil carbon","2005","150","Poland","0",""
"1","Other wooded land","5","Soil carbon","2005","84","Philippines","546.01",""
"1","Other wooded land","5","Soil carbon","2005","166","Russian Federation","2000",""
"1","Other wooded land","5","Soil carbon","2005","106","Republic of Korea","0",""
"1","Other wooded land","5","Soil carbon","2005","25","R?union","0.2",""
"1","Other wooded land","5","Soil carbon","2005","10","Rwanda","2.867",""
"1","Other wooded land","5","Soil carbon","2005","643000372","Norfolk Island","0",""
"1","Other wooded land","5","Soil carbon","2005","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","5","Soil carbon","2005","70","Niger","131",""
"1","Other wooded land","5","Soil carbon","2005","116","Niue","0",""
"1","Other wooded land","5","Soil carbon","2005","5293372","Nauru","0",""
"1","Other wooded land","5","Soil carbon","2005","140","Netherlands","0",""
"1","Other wooded land","5","Soil carbon","2005","16","Mozambique","456",""
"1","Other wooded land","5","Soil carbon","2005","17","Namibia","262.66",""
"1","Other wooded land","5","Soil carbon","2005","7655168","Monaco","0",""
"1","Other wooded land","5","Soil carbon","2005","57","Morocco","22",""
"1","Other wooded land","5","Soil carbon","2005","176","Mexico","579",""
"1","Other wooded land","5","Soil carbon","2005","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","5","Soil carbon","2005","69","Mauritania","96.4",""
"1","Other wooded land","5","Soil carbon","2005","24","Mauritius","0.86",""
"1","Other wooded land","5","Soil carbon","2005","139","Malta","0",""
"1","Other wooded land","5","Soil carbon","2005","5293301","Marshall Islands","0",""
"1","Other wooded land","5","Soil carbon","2005","68","Mali","361",""
"1","Other wooded land","5","Soil carbon","2005","34","Maldives","0",""
"1","Other wooded land","5","Soil carbon","2005","23","Madagascar","801",""
"1","Other wooded land","5","Soil carbon","2005","164","Lithuania","5.3",""
"1","Other wooded land","5","Soil carbon","2005","27","Lesotho","3.67",""
"1","Other wooded land","5","Soil carbon","2005","94","Lebanon","3.944",""
"1","Other wooded land","5","Soil carbon","2005","163","Latvia","7.07",""
"1","Other wooded land","5","Soil carbon","2005","93","Kuwait","0",""
"1","Other wooded land","5","Soil carbon","2005","114","Kiribati","0",""
"1","Other wooded land","5","Soil carbon","2005","73","Kenya","1866.2",""
"1","Other wooded land","5","Soil carbon","2005","643000371","Jersey","0",""
"1","Other wooded land","5","Soil carbon","2005","191","Jamaica","17.72",""
"1","Other wooded land","5","Soil carbon","2005","137","Italy","150.8",""
"1","Other wooded land","5","Soil carbon","2005","7655849","Isle of Man","0",""
"1","Other wooded land","5","Soil carbon","2005","127","Iceland","6.962",""
"1","Other wooded land","5","Soil carbon","2005","149","Hungary","0",""
"1","Other wooded land","5","Soil carbon","2005","113","Guam","0",""
"1","Other wooded land","5","Soil carbon","2005","643000370","Guernsey","0",""
"1","Other wooded land","5","Soil carbon","2005","67","Guinea-Bissau","11.1",""
"1","Other wooded land","5","Soil carbon","2005","7657948","Holy See","0",""
"1","Other wooded land","5","Soil carbon","2005","209","French Guiana","0",""
"1","Other wooded land","5","Soil carbon","2005","66","Gambia","3.32",""
"1","Other wooded land","5","Soil carbon","2005","7655146","Gibraltar","0",""
"1","Other wooded land","5","Soil carbon","2005","189","Guadeloupe","0.002",""
"1","Other wooded land","5","Soil carbon","2005","159","Estonia","17.156",""
"1","Other wooded land","5","Soil carbon","2005","60","Ethiopia","2902",""
"1","Other wooded land","5","Soil carbon","2005","7653870","Falkland Islands","0",""
"1","Other wooded land","5","Soil carbon","2005","125","Finland","453",""
"1","Other wooded land","5","Soil carbon","2005","88","Cyprus","4.812",""
"1","Other wooded land","5","Soil carbon","2005","148","Czech Republic","0",""
"1","Other wooded land","5","Soil carbon","2005","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","5","Soil carbon","2005","53","Egypt","0.62",""
"1","Other wooded land","5","Soil carbon","2005","65","Chad","348",""
"1","Other wooded land","5","Soil carbon","2005","184","Cayman Islands","0",""
"1","Other wooded land","5","Soil carbon","2005","110","Cook Islands","0",""
"1","Other wooded land","5","Soil carbon","2005","7","Congo","496",""
"1","Other wooded land","5","Soil carbon","2005","146","Bulgaria","2.5",""
"1","Other wooded land","5","Soil carbon","2005","81","Brunei Darussalam","2.51",""
"1","Other wooded land","5","Soil carbon","2005","5","Cameroon","826",""
"1","Other wooded land","5","Soil carbon","2005","63","Burkina Faso","183",""
"1","Other wooded land","5","Soil carbon","2005","7656243","Aruba","0",""
"1","Other wooded land","5","Soil carbon","2005","215","Argentina","2341",""
"1","Other wooded land","5","Soil carbon","2005","182","Bermuda","0",""
"1","Other wooded land","5","Soil carbon","2005","55","Benin","187.8",""
"1","Other wooded land","5","Soil carbon","2005","45","Algeria","4",""
"1","Other wooded land","5","Soil carbon","2005","144","Albania","22.3",""
"1","Other wooded land","5","Soil carbon","2005","7656221","Anguilla","0",""
"1","Other wooded land","5","Soil carbon","2005","109","American Samoa","0",""
"1","Other wooded land","5","Soil carbon","2000","106","Republic of Korea","0",""
"1","Other wooded land","5","Soil carbon","2000","166","Russian Federation","2000",""
"1","Other wooded land","5","Soil carbon","2000","10","Rwanda","2.867",""
"1","Other wooded land","5","Soil carbon","2000","25","R?union","0.2",""
"1","Other wooded land","5","Soil carbon","2000","196","Saint Lucia","0",""
"1","Other wooded land","5","Soil carbon","2000","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","5","Soil carbon","2000","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","5","Soil carbon","2000","7655310","San Marino","0",""
"1","Other wooded land","5","Soil carbon","2000","97","Saudi Arabia","41.11",""
"1","Other wooded land","5","Soil carbon","2000","2","Sierra Leone","20.68",""
"1","Other wooded land","5","Soil carbon","2000","85","Singapore","0",""
"1","Other wooded land","5","Soil carbon","2000","154","Slovenia","3.9",""
"1","Other wooded land","5","Soil carbon","2000","28","South Africa","1547.2",""
"1","Other wooded land","5","Soil carbon","2000","74","Sudan","1895",""
"1","Other wooded land","5","Soil carbon","2000","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","5","Soil carbon","2000","29","Swaziland","5.5",""
"1","Other wooded land","5","Soil carbon","2000","142","Switzerland","5",""
"1","Other wooded land","5","Soil carbon","2000","128","Sweden","350.4",""
"1","Other wooded land","5","Soil carbon","2000","7655420","Timor-Leste","0",""
"1","Other wooded land","5","Soil carbon","2000","167","Tajikistan","3.5",""
"1","Other wooded land","5","Soil carbon","2000","121","Tonga","0",""
"1","Other wooded land","5","Soil carbon","2000","642354615","Tokelau","0",""
"1","Other wooded land","5","Soil carbon","2000","54","Tunisia","9.7",""
"1","Other wooded land","5","Soil carbon","2000","199","Trinidad and Tobago","3.6",""
"1","Other wooded land","5","Soil carbon","2000","4921972","Tuvalu","0",""
"1","Other wooded land","5","Soil carbon","2000","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","5","Soil carbon","2000","143","United Kingdom","3",""
"1","Other wooded land","5","Soil carbon","2000","56","Uganda","154.5",""
"1","Other wooded land","5","Soil carbon","2000","4054","Western Sahara","0",""
"1","Other wooded land","5","Soil carbon","2000","19","United Republic of Tanzania","700",""
"1","Other wooded land","5","Soil carbon","2000","20","Zambia","282.41",""
"1","Other wooded land","5","Soil carbon","2000","101","Yemen","49.21",""
"1","Other wooded land","5","Soil carbon","2000","643000371","Jersey","0",""
"1","Other wooded land","5","Soil carbon","2000","73","Kenya","1873.9",""
"1","Other wooded land","5","Soil carbon","2000","137","Italy","145.7",""
"1","Other wooded land","5","Soil carbon","2000","191","Jamaica","17.82",""
"1","Other wooded land","5","Soil carbon","2000","163","Latvia","7.37",""
"1","Other wooded land","5","Soil carbon","2000","27","Lesotho","4.08",""
"1","Other wooded land","5","Soil carbon","2000","114","Kiribati","0",""
"1","Other wooded land","5","Soil carbon","2000","93","Kuwait","0",""
"1","Other wooded land","5","Soil carbon","2000","34","Maldives","0",""
"1","Other wooded land","5","Soil carbon","2000","68","Mali","433",""
"1","Other wooded land","5","Soil carbon","2000","164","Lithuania","6.4",""
"1","Other wooded land","5","Soil carbon","2000","23","Madagascar","866",""
"1","Other wooded land","5","Soil carbon","2000","69","Mauritania","96.4",""
"1","Other wooded land","5","Soil carbon","2000","24","Mauritius","1.25",""
"1","Other wooded land","5","Soil carbon","2000","139","Malta","0",""
"1","Other wooded land","5","Soil carbon","2000","5293301","Marshall Islands","0",""
"1","Other wooded land","5","Soil carbon","2000","57","Morocco","14",""
"1","Other wooded land","5","Soil carbon","2000","7655168","Monaco","0",""
"1","Other wooded land","5","Soil carbon","2000","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","5","Soil carbon","2000","176","Mexico","585",""
"1","Other wooded land","5","Soil carbon","2000","140","Netherlands","0",""
"1","Other wooded land","5","Soil carbon","2000","5293372","Nauru","0",""
"1","Other wooded land","5","Soil carbon","2000","17","Namibia","268.34",""
"1","Other wooded land","5","Soil carbon","2000","16","Mozambique","461",""
"1","Other wooded land","5","Soil carbon","2000","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","5","Soil carbon","2000","643000372","Norfolk Island","0",""
"1","Other wooded land","5","Soil carbon","2000","116","Niue","0",""
"1","Other wooded land","5","Soil carbon","2000","70","Niger","141",""
"1","Other wooded land","5","Soil carbon","2000","150","Poland","0",""
"1","Other wooded land","5","Soil carbon","2000","84","Philippines","433.7",""
"1","Other wooded land","5","Soil carbon","2000","5294032","Palau","0",""
"1","Other wooded land","5","Soil carbon","2000","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","5","Soil carbon","2000","182","Bermuda","0",""
"1","Other wooded land","5","Soil carbon","2000","81","Brunei Darussalam","2.42",""
"1","Other wooded land","5","Soil carbon","2000","146","Bulgaria","10",""
"1","Other wooded land","5","Soil carbon","2000","63","Burkina Faso","190",""
"1","Other wooded land","5","Soil carbon","2000","7656221","Anguilla","0",""
"1","Other wooded land","5","Soil carbon","2000","215","Argentina","2346",""
"1","Other wooded land","5","Soil carbon","2000","7656243","Aruba","0",""
"1","Other wooded land","5","Soil carbon","2000","55","Benin","187.8",""
"1","Other wooded land","5","Soil carbon","2000","110","Cook Islands","0",""
"1","Other wooded land","5","Soil carbon","2000","88","Cyprus","4.812",""
"1","Other wooded land","5","Soil carbon","2000","148","Czech Republic","0",""
"1","Other wooded land","5","Soil carbon","2000","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","5","Soil carbon","2000","5","Cameroon","826",""
"1","Other wooded land","5","Soil carbon","2000","184","Cayman Islands","0",""
"1","Other wooded land","5","Soil carbon","2000","65","Chad","359",""
"1","Other wooded land","5","Soil carbon","2000","7","Congo","497",""
"1","Other wooded land","5","Soil carbon","2000","209","French Guiana","0",""
"1","Other wooded land","5","Soil carbon","2000","125","Finland","331",""
"1","Other wooded land","5","Soil carbon","2000","7655146","Gibraltar","0",""
"1","Other wooded land","5","Soil carbon","2000","66","Gambia","3.44",""
"1","Other wooded land","5","Soil carbon","2000","159","Estonia","14.66",""
"1","Other wooded land","5","Soil carbon","2000","53","Egypt","0.62",""
"1","Other wooded land","5","Soil carbon","2000","7653870","Falkland Islands","0",""
"1","Other wooded land","5","Soil carbon","2000","60","Ethiopia","2902",""
"1","Other wooded land","5","Soil carbon","2000","149","Hungary","0",""
"1","Other wooded land","5","Soil carbon","2000","7657948","Holy See","0",""
"1","Other wooded land","5","Soil carbon","2000","7655849","Isle of Man","0",""
"1","Other wooded land","5","Soil carbon","2000","127","Iceland","6.726",""
"1","Other wooded land","5","Soil carbon","2000","113","Guam","0",""
"1","Other wooded land","5","Soil carbon","2000","189","Guadeloupe","0.002",""
"1","Other wooded land","5","Soil carbon","2000","67","Guinea-Bissau","11.3",""
"1","Other wooded land","5","Soil carbon","2000","643000370","Guernsey","0",""
"1","Other wooded land","5","Soil carbon","1990","2","Sierra Leone","32.48",""
"1","Other wooded land","5","Soil carbon","1990","85","Singapore","0",""
"1","Other wooded land","5","Soil carbon","1990","7655310","San Marino","0",""
"1","Other wooded land","5","Soil carbon","1990","97","Saudi Arabia","41.11",""
"1","Other wooded land","5","Soil carbon","1990","197","Saint Pierre and Miquelon","0",""
"1","Other wooded land","5","Soil carbon","1990","198","Saint Vincent and the Grenadines","0",""
"1","Other wooded land","5","Soil carbon","1990","25","R?union","0.2",""
"1","Other wooded land","5","Soil carbon","1990","196","Saint Lucia","0",""
"1","Other wooded land","5","Soil carbon","1990","142","Switzerland","5",""
"1","Other wooded land","5","Soil carbon","1990","167","Tajikistan","4",""
"1","Other wooded land","5","Soil carbon","1990","29","Swaziland","2.9",""
"1","Other wooded land","5","Soil carbon","1990","128","Sweden","347.9",""
"1","Other wooded land","5","Soil carbon","1990","74","Sudan","2033",""
"1","Other wooded land","5","Soil carbon","1990","643000374","Svalbard and Jan Mayen Islands","0",""
"1","Other wooded land","5","Soil carbon","1990","154","Slovenia","4.2",""
"1","Other wooded land","5","Soil carbon","1990","28","South Africa","1547.2",""
"1","Other wooded land","5","Soil carbon","1990","56","Uganda","89.1",""
"1","Other wooded land","5","Soil carbon","1990","4921972","Tuvalu","0",""
"1","Other wooded land","5","Soil carbon","1990","7665808","Turks and Caicos Islands","0",""
"1","Other wooded land","5","Soil carbon","1990","54","Tunisia","10.2",""
"1","Other wooded land","5","Soil carbon","1990","199","Trinidad and Tobago","3.26",""
"1","Other wooded land","5","Soil carbon","1990","121","Tonga","0",""
"1","Other wooded land","5","Soil carbon","1990","642354615","Tokelau","0",""
"1","Other wooded land","5","Soil carbon","1990","7655420","Timor-Leste","0",""
"1","Other wooded land","5","Soil carbon","2000","109","American Samoa","0",""
"1","Other wooded land","5","Soil carbon","2000","45","Algeria","4",""
"1","Other wooded land","5","Soil carbon","2000","144","Albania","24.5",""
"1","Other wooded land","5","Soil carbon","1990","20","Zambia","279.32",""
"1","Other wooded land","5","Soil carbon","1990","101","Yemen","49.21",""
"1","Other wooded land","5","Soil carbon","1990","4054","Western Sahara","0",""
"1","Other wooded land","5","Soil carbon","1990","19","United Republic of Tanzania","855",""
"1","Other wooded land","5","Soil carbon","1990","143","United Kingdom","3",""
"1","Other wooded land","5","Soil carbon","1990","139","Malta","0",""
"1","Other wooded land","5","Soil carbon","1990","68","Mali","579",""
"1","Other wooded land","5","Soil carbon","1990","69","Mauritania","96.4",""
"1","Other wooded land","5","Soil carbon","1990","5293301","Marshall Islands","0",""
"1","Other wooded land","5","Soil carbon","1990","176","Mexico","606",""
"1","Other wooded land","5","Soil carbon","1990","24","Mauritius","1.26",""
"1","Other wooded land","5","Soil carbon","1990","7655168","Monaco","0",""
"1","Other wooded land","5","Soil carbon","1990","4921994","Micronesia (Federated States of)","0",""
"1","Other wooded land","5","Soil carbon","1990","114","Kiribati","0",""
"1","Other wooded land","5","Soil carbon","1990","73","Kenya","1891",""
"1","Other wooded land","5","Soil carbon","1990","163","Latvia","6.88",""
"1","Other wooded land","5","Soil carbon","1990","93","Kuwait","0",""
"1","Other wooded land","5","Soil carbon","1990","164","Lithuania","5.8",""
"1","Other wooded land","5","Soil carbon","1990","27","Lesotho","4.83",""
"1","Other wooded land","5","Soil carbon","1990","34","Maldives","0",""
"1","Other wooded land","5","Soil carbon","1990","23","Madagascar","994",""
"1","Other wooded land","5","Soil carbon","1990","5293394","Northern Mariana Islands","0",""
"1","Other wooded land","5","Soil carbon","1990","6008","Occupied Palestinian Territory","0",""
"1","Other wooded land","5","Soil carbon","1990","5294032","Palau","0",""
"1","Other wooded land","5","Soil carbon","1990","84","Philippines","209.06",""
"1","Other wooded land","5","Soil carbon","1990","150","Poland","0",""
"1","Other wooded land","5","Soil carbon","1990","106","Republic of Korea","0",""
"1","Other wooded land","5","Soil carbon","1990","166","Russian Federation","2000",""
"1","Other wooded land","5","Soil carbon","1990","10","Rwanda","8.225",""
"1","Other wooded land","5","Soil carbon","1990","57","Morocco","14",""
"1","Other wooded land","5","Soil carbon","1990","16","Mozambique","470",""
"1","Other wooded land","5","Soil carbon","1990","17","Namibia","279.71",""
"1","Other wooded land","5","Soil carbon","1990","5293372","Nauru","0",""
"1","Other wooded land","5","Soil carbon","1990","140","Netherlands","0",""
"1","Other wooded land","5","Soil carbon","1990","70","Niger","162",""
"1","Other wooded land","5","Soil carbon","1990","116","Niue","0",""
"1","Other wooded land","5","Soil carbon","1990","643000372","Norfolk Island","0",""
"1","Other wooded land","5","Soil carbon","1990","88","Cyprus","4.388",""
"1","Other wooded land","5","Soil carbon","1990","110","Cook Islands","0",""
"1","Other wooded land","5","Soil carbon","1990","7","Congo","500",""
"1","Other wooded land","5","Soil carbon","1990","65","Chad","383",""
"1","Other wooded land","5","Soil carbon","1990","60","Ethiopia","2902",""
"1","Other wooded land","5","Soil carbon","1990","53","Egypt","0.62",""
"1","Other wooded land","5","Soil carbon","1990","105","Democratic People's Republic of Korea","0",""
"1","Other wooded land","5","Soil carbon","1990","148","Czech Republic","0",""
"1","Other wooded land","5","Soil carbon","1990","81","Brunei Darussalam","2.24",""
"1","Other wooded land","5","Soil carbon","1990","182","Bermuda","0",""
"1","Other wooded land","5","Soil carbon","1990","55","Benin","187.8",""
"1","Other wooded land","5","Soil carbon","1990","7656243","Aruba","0",""
"1","Other wooded land","5","Soil carbon","1990","184","Cayman Islands","0",""
"1","Other wooded land","5","Soil carbon","1990","5","Cameroon","826",""
"1","Other wooded land","5","Soil carbon","1990","63","Burkina Faso","205",""
"1","Other wooded land","5","Soil carbon","1990","146","Bulgaria","12",""
"1","Other wooded land","5","Soil carbon","1990","149","Hungary","0",""
"1","Other wooded land","5","Soil carbon","1990","127","Iceland","6.556",""
"1","Other wooded land","5","Soil carbon","1990","67","Guinea-Bissau","13.8",""
"1","Other wooded land","5","Soil carbon","1990","7657948","Holy See","0",""
"1","Other wooded land","5","Soil carbon","1990","191","Jamaica","18.01",""
"1","Other wooded land","5","Soil carbon","1990","643000371","Jersey","0",""
"1","Other wooded land","5","Soil carbon","1990","7655849","Isle of Man","0",""
"1","Other wooded land","5","Soil carbon","1990","137","Italy","135.4",""
"1","Other wooded land","5","Soil carbon","1990","209","French Guiana","0",""
"1","Other wooded land","5","Soil carbon","1990","66","Gambia","3.69",""
"1","Other wooded land","5","Soil carbon","1990","7653870","Falkland Islands","0",""
